,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
NT5C3B (115024),13265.0,14846.5,14261.0,14466.0,15056.0,14788.0,14875.0,14310.0,14657.0,14176.0,14215.0,14301.0,14752.0,15027.0,14438.0,14035.0,12406.0,12901.0,12482.0,14446.5,15640.0,14509.5,14723.0,14820.5,14815.0,14259.5,15003.5,15704.5
NT5DC1 (221294),5680.0,4168.0,5152.0,5477.0,4803.0,5793.5,5741.0,4535.0,6035.0,5318.0,6162.5,5872.5,5526.0,4416.5,4384.0,5712.5,5775.0,2743.0,8359.0,7481.0,6131.0,5440.5,5798.5,3883.0,5034.5,5347.0,5066.0,3893.0
NT5DC2 (64943),13994.0,12053.0,12894.0,12411.5,11602.0,11887.0,11872.0,13029.0,12070.5,12077.0,11881.0,11606.0,12525.0,11715.5,11744.0,13359.0,14520.0,12538.0,11488.0,11310.0,11800.0,13274.5,11386.0,13137.0,12692.0,12997.5,13665.0,11876.0
NT5DC3 (51559),2270.0,2686.0,2487.0,2798.0,2625.0,2242.0,2064.0,3110.5,3531.0,2065.0,2724.0,2479.5,2999.0,3372.5,2440.5,2982.0,2316.0,4291.0,3507.0,4366.0,3257.0,3392.5,4015.0,1999.0,3372.5,2599.5,3645.5,4336.0
NT5E (4907),6540.0,5952.0,7275.0,7192.0,5192.0,6934.0,8160.0,6143.5,5879.5,8898.0,5424.5,7972.5,5925.0,4735.0,6845.0,5269.0,3713.0,8403.0,4384.0,11398.5,5055.0,5287.0,9026.0,5879.0,7865.0,6422.5,5708.0,5224.0
NT5M (56953),8778.0,7423.5,9881.0,8029.5,7940.0,7591.5,7750.0,6039.0,9598.5,7417.0,5498.0,9908.5,9369.0,9047.0,7504.0,9875.5,2424.0,10793.0,9056.0,10229.5,7048.0,8198.5,8930.5,8885.5,7625.0,7667.5,9789.5,11058.5
NTAN1 (123803),12509.0,12770.0,11672.0,12497.0,12202.0,11681.5,12898.0,10299.0,11646.0,12278.0,11874.0,13469.5,13233.0,11420.5,10592.5,10478.0,7398.0,13379.0,16071.0,13256.5,8880.0,12246.0,10149.5,13462.5,12734.5,10868.0,13036.0,10835.0
NTF3 (4908),14564.0,14646.5,14784.0,14709.5,14528.0,14795.5,14736.0,15065.5,14441.5,14443.0,14858.5,14989.5,14677.0,14468.0,15064.5,14460.5,14488.0,15588.0,16281.0,14865.5,13764.0,14603.5,14654.0,14439.5,14643.5,14859.0,14543.0,15940.0
NTF4 (4909),14578.0,13935.0,12876.0,13626.0,14409.0,13720.5,13180.0,13400.0,13599.0,12569.0,13866.0,14316.0,13397.0,14445.5,13537.0,14841.5,11848.0,13162.0,14618.0,11778.0,14175.0,12047.5,14650.0,13319.0,14532.0,13470.5,14202.5,15255.5
NTHL1 (4913),10887.0,8296.5,11394.0,11621.0,12000.0,12832.5,13149.0,12962.5,12744.0,11487.0,13076.0,13115.0,12210.0,11758.5,10409.0,12230.5,10882.0,15241.0,7217.0,9243.5,13522.0,11556.0,10851.0,11999.5,11148.0,11178.0,12767.5,14595.5
NTM (50863),6561.0,4467.5,3814.0,4755.5,4484.0,7163.5,5570.0,6012.0,5598.0,4069.0,5101.5,6147.5,4503.0,4498.5,4572.5,4304.0,12691.0,6812.0,3952.0,6499.0,6379.0,5226.5,3704.0,5897.0,4026.0,4642.5,4833.5,5328.5
NTMT1 (28989),8642.0,10894.0,10149.0,10732.5,11049.0,11216.0,9071.0,11250.0,10752.0,8461.0,11089.5,11773.5,9661.0,9711.0,10884.0,7495.0,6334.0,11379.0,13182.0,8107.0,9950.0,11754.0,8084.5,10828.0,11898.0,11022.5,10497.0,8723.5
NTN1 (9423),10311.0,8531.5,10245.0,8675.5,8762.0,9082.0,8853.0,7715.5,9580.5,10293.0,9123.0,9325.0,9433.0,8139.0,8278.5,8743.0,12141.0,7650.0,13340.0,11205.0,9161.0,9468.5,10829.0,10427.5,9023.5,8327.0,11678.5,11235.5
NTN3 (4917),3254.0,2607.0,3050.0,4472.5,3314.0,3384.0,2595.0,3558.0,3400.5,1736.0,3625.5,3014.0,4923.0,3759.5,2097.5,4358.0,1327.0,3246.0,11878.0,4843.0,4630.0,2246.0,2903.0,4727.5,3866.5,2021.5,2837.5,1665.0
NTN4 (59277),10269.0,9609.5,7816.0,9603.0,10320.0,8017.5,8853.0,9684.5,9860.0,9296.0,7374.5,9721.0,9969.0,8014.0,7161.0,6796.5,5529.0,9098.0,9525.0,10865.5,9201.0,9038.0,7855.5,8283.5,8919.5,10278.5,11940.0,7680.5
NTN5 (126147),12007.0,11873.0,11184.0,11383.0,12511.0,11216.0,10820.0,9385.5,12451.0,10762.0,9799.5,11337.5,11353.0,11972.0,9487.0,12478.5,14822.0,6700.0,13994.0,8225.5,12951.0,11228.5,11712.0,11702.0,12447.5,12897.0,13990.0,10080.5
NTNG1 (22854),5216.0,3066.0,6840.0,6211.5,6088.0,4793.0,5457.0,5057.0,5251.0,5140.0,5791.0,3699.0,5415.0,5359.5,9340.0,3019.0,8455.0,8609.0,6064.0,1021.5,9204.0,6070.0,4867.0,6693.0,5786.0,5735.0,9449.5,6909.5
NTNG2 (84628),10716.0,8015.5,7804.0,9783.5,10364.0,9710.5,7948.0,10532.5,9550.0,9481.0,9878.5,7951.0,8878.0,6947.5,11784.5,10702.5,10611.0,10208.0,14215.0,9931.5,8198.0,9896.0,9191.0,9570.0,8088.5,9489.5,5974.0,7791.5
NTPCR (84284),10003.0,10775.0,10544.0,9727.5,10385.0,10149.0,11026.0,11311.5,10797.5,11504.0,11607.0,9806.5,9885.0,8856.5,11560.5,11049.5,12618.0,8505.0,6796.0,9160.5,6707.0,10272.5,9665.0,10382.5,10570.5,9969.5,11992.5,12819.0
NTRK1 (4914),5473.0,6611.5,7525.0,5597.0,4560.0,4492.0,4965.0,4774.5,5564.5,5253.0,6064.0,7703.5,5127.0,5742.0,4813.5,6772.0,2878.0,4370.0,12016.0,6678.5,7483.0,6099.5,8205.5,4527.5,5243.5,5591.5,7497.0,6049.0
NTRK2 (4915),2310.0,1920.0,2516.0,3284.0,1554.0,2624.0,2668.0,3505.5,2059.5,2805.0,2440.5,2382.0,2016.0,1904.0,3555.5,1237.0,3586.0,2686.0,332.0,4534.0,6283.0,2503.5,2297.5,2305.5,2848.0,2091.5,4081.0,830.0
NTRK3 (4916),5018.0,6486.5,6370.0,4756.0,4769.0,5149.0,5197.0,6021.0,4601.0,5195.0,5913.5,5504.0,5386.0,5069.5,6382.5,4683.0,1827.0,3497.0,7728.0,4836.5,5912.0,3736.0,3410.0,5833.5,5696.0,5695.0,7169.0,5098.0
NTS (4922),8226.0,7032.5,6701.0,7368.5,7490.0,6110.5,6970.0,7240.5,6837.5,7533.0,7064.0,6225.5,7780.0,7319.5,7136.5,5859.0,5925.0,6364.0,5789.0,7600.5,5914.0,7201.5,5410.5,7474.5,6064.5,7879.0,6253.5,4710.0
NTSR1 (4923),2733.0,3822.0,3595.0,3082.5,3346.0,4269.0,2669.0,3377.0,3540.0,2544.0,4415.5,2671.5,3713.0,3392.5,3907.5,3608.0,2060.0,2561.0,4392.0,2805.0,1934.0,2408.5,2738.0,3873.5,2875.5,2791.0,3693.0,4184.5
NTSR2 (23620),11673.0,11164.0,11688.0,11312.5,11368.0,11803.5,11260.0,11020.0,12532.0,13179.0,11888.0,11658.0,12901.0,12134.5,11992.5,10648.5,15456.0,13457.0,7969.0,12195.5,12635.0,10900.5,11036.5,12304.0,11423.0,11379.5,8927.0,12948.0
NUAK1 (9891),6128.0,7722.5,7592.0,8116.5,8892.0,8059.5,9042.0,8183.0,8279.5,8798.0,6464.0,8903.0,9858.0,6330.0,9961.5,10501.0,6889.0,8181.0,5989.0,7859.5,7337.0,6259.5,6156.0,8717.5,9029.5,8918.5,6967.0,5760.0
NUAK2 (81788),9734.0,7823.0,8894.0,9746.0,6938.0,10516.5,10463.0,9901.0,8696.0,9759.0,7624.0,10692.0,10750.0,6999.0,11474.0,7978.5,13069.0,12276.0,10547.0,13053.5,6033.0,9208.5,11952.0,8830.0,8472.5,9511.5,11500.5,12331.0
NUB1 (51667),4435.0,6175.5,3876.0,5705.0,3898.0,4225.5,5624.0,6850.5,5112.0,5302.0,6726.5,5350.0,3875.0,3047.0,7203.5,5096.0,8312.0,2319.0,5425.0,6887.5,4860.0,5367.0,5300.5,4756.5,4434.5,3233.5,6710.0,7682.5
NUBP1 (4682),17274.0,17230.0,17002.0,17200.0,17173.0,17069.5,17029.0,17117.0,17249.0,17156.0,17243.0,17309.0,17412.0,17034.5,17453.5,17061.0,16986.0,17013.0,17075.0,17110.5,17147.0,17104.5,17177.0,17240.5,16888.5,17006.5,17180.0,17507.0
NUBP2 (10101),17000.0,16942.5,17129.0,17148.5,17128.0,16942.0,16958.0,17076.0,17159.0,16935.0,16952.5,17145.5,17135.0,16990.5,17131.5,17123.0,17421.0,17255.0,17445.0,17312.0,16971.0,16985.0,16843.0,17162.5,17040.0,16967.5,17287.5,17393.0
NUBPL (80224),13638.0,15029.5,14679.0,14733.0,15307.0,14590.0,14946.0,14450.0,14788.5,14346.0,14920.5,13953.0,14916.0,14772.0,14912.5,15431.5,14719.0,12822.0,15213.0,14913.0,16312.0,14148.0,14568.5,15501.0,15438.0,14902.5,14219.5,14272.0
NUCB1 (4924),6899.0,6544.0,7105.0,8158.5,7634.0,8023.0,6536.0,9705.0,6564.0,6014.0,6507.5,8232.0,7141.0,5889.0,8523.0,4436.0,12059.0,10242.0,5297.0,4732.5,5468.0,6610.0,5024.5,6648.5,7964.0,6928.0,10712.5,8089.5
NUCB2 (4925),2250.0,2766.0,2604.0,2473.0,1999.0,2124.0,1928.0,3336.5,2073.0,1801.0,1568.0,2139.0,1866.0,2644.0,2963.5,2847.5,3864.0,5245.0,6394.0,1498.0,3325.0,1943.0,2571.5,3096.0,3075.0,2397.0,1065.0,2221.0
NUCKS1 (64710),5611.0,6887.0,5374.0,5836.0,5783.0,5767.5,6757.0,6549.5,4969.5,8489.0,6745.5,4108.0,5164.0,4211.0,4207.0,7611.0,9552.0,4286.0,775.0,9944.5,3696.0,7796.5,5476.0,3320.5,5602.5,4481.0,6812.5,3640.0
NUDC (10726),17146.0,17257.5,17247.0,17250.5,17291.0,17187.0,17135.0,17275.5,17034.5,17121.0,17178.5,17177.0,17071.0,17371.0,17268.0,17271.5,17646.0,17199.0,17650.0,17187.0,17278.0,17204.5,17125.5,17299.5,17192.5,17311.5,17222.5,17075.5
NUDCD1 (84955),10334.0,11349.5,10631.0,10274.5,10268.0,10737.0,10205.0,10946.5,10669.5,10137.0,11757.5,9022.5,12226.0,10441.0,8233.0,12680.5,9454.0,12390.0,12598.0,11276.0,10296.0,12600.5,10501.5,9820.0,10265.5,9215.5,8223.0,10248.0
NUDCD2 (134492),12210.0,12649.5,13700.0,13618.5,13472.0,13364.0,13808.0,11905.0,13349.5,12268.0,12881.0,13519.0,12892.0,13014.0,13022.5,11852.5,13164.0,14855.0,6742.0,13036.0,15558.0,13608.0,12507.5,14412.0,12851.0,13273.0,12818.5,13392.5
NUDCD3 (23386),16680.0,16597.5,16354.0,16496.0,16615.0,16654.0,16593.0,16654.5,16258.0,16333.0,16397.5,16488.5,16708.0,16562.5,16534.0,16740.0,17300.0,16921.0,16206.0,16706.5,16531.0,16506.5,16602.5,16591.0,16445.0,16072.5,16670.5,17020.0
NUDT1 (4521),10660.0,8523.0,9402.0,8540.5,9195.0,10407.0,8561.0,7246.5,10198.5,9533.0,8232.5,8752.5,10312.0,9736.5,11686.0,9163.0,12616.0,9942.0,13251.0,10470.5,5706.0,8905.0,7819.0,9392.0,8161.0,9341.0,9718.0,13243.0
NUDT10 (170685),9591.0,8648.0,10235.0,9740.0,11181.0,10372.0,9865.0,8820.0,11259.0,8983.0,9571.0,10118.5,9777.0,10421.0,9226.0,10549.5,11554.0,12240.0,8250.0,5409.0,10594.0,9836.0,9495.0,9436.0,9500.0,10009.0,11305.5,10826.5
NUDT11 (55190),9709.0,7949.0,10289.5,8174.0,9797.0,8428.5,9892.5,9352.0,9873.0,8140.0,11447.0,9895.5,10490.0,9060.0,11903.0,7582.5,11167.0,12321.0,9891.0,12656.5,10211.0,7452.0,8176.0,9446.5,10155.5,10687.0,9666.5,4738.5
NUDT12 (83594),10910.0,12620.0,11484.0,12498.0,12595.0,12428.5,12443.0,11970.5,12867.0,12156.0,12201.0,12795.5,13830.0,12426.5,12072.5,12503.5,6092.0,10403.0,12568.0,10757.5,13230.0,11913.0,11114.5,11093.0,13667.5,10696.5,11210.0,12781.5
NUDT13 (25961),8951.0,10264.0,11382.0,10607.0,10493.0,10265.5,10161.0,10894.0,9970.5,10284.0,11072.0,8288.0,12487.0,11769.5,8379.5,12143.0,13395.0,4977.0,13380.0,7737.5,14177.0,11066.0,7569.5,10920.5,11681.5,10000.5,11677.5,8443.5
NUDT14 (256281),7833.0,9420.5,9464.0,8159.5,8476.0,7790.0,9063.0,9944.5,9033.5,9796.0,7867.5,7915.0,8350.0,9887.0,8792.0,8533.0,10251.0,13824.0,7478.0,5627.0,9087.0,9215.5,9623.5,8270.0,7408.0,8641.5,5465.0,8166.5
NUDT15 (55270),10931.0,10959.5,9877.0,10251.5,11002.0,10427.0,8923.0,9263.0,10699.5,11072.0,10938.0,10993.0,9649.0,10957.0,8726.5,11164.0,11871.0,7296.0,12754.0,13540.5,12662.0,10793.5,9976.5,9087.5,11137.5,10854.0,9778.0,9873.0
NUDT16 (131870),6872.0,7149.0,8518.0,7820.5,7984.0,8281.5,8007.0,7969.0,8881.5,7590.0,8348.5,8608.0,8042.0,8093.0,9539.0,11266.0,10614.0,13010.0,11325.0,11435.5,8726.0,7886.5,7932.0,8139.5,9430.0,9090.0,9150.5,8293.0
NUDT16L1 (84309),13394.0,14579.0,14338.0,14237.0,15096.0,14385.0,14890.0,14610.5,14892.5,13183.0,14740.0,14094.0,14446.0,14866.5,12910.0,15104.5,12603.0,12894.0,15043.0,15111.0,14978.0,13423.0,12473.5,14778.5,14505.0,13142.5,12818.5,13904.0
NUDT17 (200035),13718.0,14434.0,13713.0,14494.5,13895.0,13771.5,13874.0,14021.5,14973.5,12936.0,13919.5,14456.5,14408.0,14346.0,12875.0,14169.5,12260.0,15064.0,14118.0,15602.0,11114.0,14313.5,13875.0,13685.5,13721.5,13985.0,15777.0,15596.5
NUDT19 (390916),5043.0,5037.5,7996.0,5552.5,5429.0,5638.5,4624.0,3547.5,5904.5,6145.0,5885.5,6216.0,6221.0,10098.0,6719.0,7916.0,5224.0,10101.0,13072.0,3029.5,7354.0,5609.0,6068.5,6457.5,8595.5,5500.0,8258.5,7868.5
NUDT2 (318),11274.0,8194.0,9658.0,9985.5,9561.0,10175.0,10365.0,11119.0,8777.0,10716.0,9525.5,9711.0,10961.0,10094.5,9552.0,11557.5,9220.0,3482.0,7033.0,8192.5,10494.0,8087.5,9735.0,10562.0,9586.0,9672.0,12547.5,9269.5
NUDT21 (11051),18232.0,18128.0,18175.0,18114.0,18203.0,18124.5,18167.0,18134.5,18171.0,18161.0,18164.5,18169.0,18223.5,18154.0,18102.5,18171.0,18153.0,18121.0,17863.0,18253.0,18225.0,18148.5,18191.5,18171.5,18139.5,18127.0,18154.0,18279.75
NUDT22 (84304),13496.0,14065.0,14068.0,13521.5,14220.0,13461.5,13368.0,13696.0,12818.0,13268.0,14190.5,13055.5,13106.0,13973.5,13429.5,13700.5,16305.0,12718.0,14482.0,15053.0,14855.0,14312.0,12617.0,13624.5,14316.5,13381.5,11399.0,13408.0
NUDT3 (11165),10575.0,8880.5,10105.0,8547.5,9103.0,8907.0,10501.0,8613.5,8908.0,9805.0,8657.0,8689.5,8104.0,7381.5,7781.0,7636.5,12732.0,13386.0,3588.0,8905.0,10421.0,10211.0,10643.5,8457.0,9427.5,9892.0,8306.0,10010.5
NUDT4B (440672),16459.0,16748.0,16850.0,16699.5,16577.0,16364.0,16522.0,16796.0,16552.0,16604.0,16662.5,16500.5,16624.0,16578.5,16608.5,16321.5,16710.0,16817.0,15042.0,17000.5,16201.0,16488.0,16826.0,16491.0,16771.0,16667.0,16783.5,16690.0
NUDT5 (11164),7765.0,6661.5,6826.0,6284.0,6257.0,5731.0,8622.0,6238.0,7739.0,4256.0,6626.5,5945.5,6430.0,4413.0,6023.0,8436.5,10535.0,3067.0,11806.0,1601.0,5741.0,7389.0,5904.5,7244.0,6434.5,7132.5,6878.5,4580.0
NUDT6 (11162),4510.0,4361.0,3798.0,3835.0,3557.0,3870.0,5014.0,3520.0,3192.0,2644.0,2962.5,3647.5,5241.0,2837.5,4490.0,3202.5,1480.0,2983.0,3389.0,5210.5,2854.0,3104.0,4375.5,3509.0,5649.5,3062.0,3363.5,2917.0
NUDT7 (283927),11571.0,10482.0,12085.0,10573.0,11574.0,10341.5,10770.0,10899.0,10140.0,10285.0,10986.0,10199.5,10976.0,10992.0,9708.0,10166.5,13377.0,11463.0,10811.0,9291.5,11625.0,10880.0,11340.5,11828.5,11929.0,11147.5,9790.5,12944.5
NUDT8 (254552),10002.0,10761.0,11273.0,10639.0,9822.0,10622.5,9891.0,12593.5,10495.0,11250.0,8267.0,10543.5,10375.0,12866.0,10818.5,12132.5,13066.0,10495.0,10162.0,10390.0,12083.0,13356.0,10025.0,11565.5,8702.5,10930.0,10932.0,9659.5
NUDT9 (53343),4583.0,4355.5,4052.0,3865.0,4089.0,3472.0,4050.0,3429.0,4081.0,3597.0,5108.0,4495.0,4112.0,3577.0,3611.0,3982.0,2387.0,1164.0,6535.0,5295.5,3964.0,4034.5,4317.5,5355.5,4304.5,5086.0,5236.0,6262.0
NUF2 (83540),17847.0,17885.0,17864.0,17907.0,17905.0,17832.5,17835.0,17991.0,17892.5,17755.0,17724.0,17843.5,17912.0,17824.0,17883.5,17919.5,17846.0,18033.0,18073.0,18034.0,17846.0,17934.0,17641.0,17799.5,17897.5,17726.0,18050.0,17738.5
NUFIP1 (26747),15786.0,15896.5,16232.0,16195.0,16218.0,15940.5,15841.0,15482.5,16126.0,15676.0,16281.5,16352.5,16314.0,15587.5,15883.0,15802.0,12291.0,16746.0,16445.0,15310.0,16386.0,15772.0,15627.5,16253.0,16378.5,16081.5,16194.5,16583.5
NUFIP2 (57532),12244.0,9748.5,7340.0,7959.0,10292.0,9419.5,10028.0,9507.5,10245.0,9658.0,8680.5,8246.5,11519.0,9541.0,4117.0,9419.0,12455.0,2481.0,11814.0,8409.0,12735.0,11810.5,11048.0,10542.5,10037.0,10279.5,11393.0,6491.0
NUGGC (389643),9913.0,10458.5,10160.0,9024.0,10589.0,10925.0,9755.0,7470.5,9993.0,11162.0,9192.5,9705.5,10713.0,10515.5,10701.0,11189.5,5684.0,9809.0,10585.0,12639.0,8994.0,11566.5,8330.5,10060.5,9099.5,9723.0,6654.5,9160.5
NUMA1 (4926),16110.0,16640.5,16116.0,16456.5,16608.0,16476.0,16173.0,16575.0,16281.5,16634.0,16282.0,16525.0,16321.0,16200.5,16364.0,16943.0,14840.0,16545.0,16807.0,16083.5,15807.0,16085.0,16106.0,16387.0,16564.5,16321.5,16345.0,16677.0
NUMB (8650),10248.0,11266.5,11294.0,10863.5,11735.0,9732.5,12441.0,12655.0,11872.0,12420.0,9828.5,9916.5,10485.0,8862.5,9183.5,13032.0,8463.0,14638.0,14167.0,10552.5,4203.0,13198.0,11196.5,11290.5,12439.5,10225.0,11438.0,11547.5
NUMBL (9253),11125.0,7735.5,9290.0,8398.5,9220.0,8715.0,8552.0,7568.5,9011.5,7806.0,8440.5,9435.5,9122.0,10304.5,6972.0,9801.0,6742.0,8165.0,2350.0,9091.0,10591.0,9238.0,9255.0,8701.5,10438.5,9508.5,7329.5,7868.0
NUP107 (57122),17126.0,17163.5,17031.0,17104.5,17179.0,17256.5,17143.0,17324.0,17138.0,17048.0,16691.0,17116.5,17010.0,17198.5,17058.0,17247.5,16498.0,17303.0,17232.0,17475.0,17297.0,16934.0,17060.5,17036.0,17066.5,16877.0,17352.0,17042.0
NUP133 (55746),17891.0,17931.0,17952.0,17866.0,17859.0,17891.5,17849.0,17933.5,17835.0,17962.0,17677.5,17938.5,17946.0,17972.0,17838.5,17860.5,18022.0,18114.0,17447.0,17899.0,17907.0,17827.5,17904.5,17698.5,17783.5,17748.0,17836.0,17787.0
NUP153 (9972),16667.0,17045.5,16685.0,16837.0,16933.0,16857.0,16744.0,17193.0,16478.5,16499.0,16388.5,16875.5,16880.0,16898.0,16855.5,16993.5,18169.0,17079.0,17068.0,16545.0,17122.0,16694.5,16587.5,16897.0,16846.0,16746.0,17015.5,16814.0
NUP155 (9631),17090.0,17104.0,16918.0,16929.0,17142.0,17037.0,17034.0,17054.5,17181.5,17031.0,16785.5,17120.0,17155.0,17140.5,16936.5,17179.0,17241.0,16581.0,17120.0,17343.5,17245.0,16865.5,16923.0,17113.5,17007.5,16797.5,16646.5,17065.0
NUP160 (23279),17179.0,17295.5,17184.0,17262.0,17249.0,17229.5,17319.0,17313.5,17069.0,17346.0,17099.5,17315.5,17265.0,17076.0,17316.0,17349.5,17947.0,16954.0,17091.0,17261.0,16881.0,16961.0,17211.0,17240.0,17222.5,17140.0,17232.5,17229.5
NUP188 (23511),14084.0,13167.0,12296.0,13564.5,13816.0,13137.0,13866.0,14214.5,13242.5,14757.0,12585.0,13007.0,12527.0,13232.5,13826.5,13401.0,15765.0,14206.0,12543.0,15299.0,13942.0,12749.0,14324.0,14105.0,12875.0,13107.5,13796.0,9514.0
NUP205 (23165),17702.0,17617.0,17607.0,17741.5,17756.0,17530.0,17704.0,17705.0,17661.5,17792.0,17391.0,17810.5,17718.0,17781.5,17713.5,17810.0,18018.0,17871.0,17257.0,17798.5,17866.0,17824.0,17459.5,17690.5,17707.0,17698.5,17344.5,17687.0
NUP210 (23225),8320.0,7349.0,9617.0,7284.5,9777.0,8442.0,8852.0,6704.0,9720.5,8280.0,8464.0,8592.0,7907.0,8552.0,6667.0,6643.5,4710.0,8972.0,5452.0,5122.0,8446.0,8352.5,8011.5,9722.5,8106.5,9050.5,8203.5,9880.5
NUP210L (91181),5062.0,9508.5,6288.0,7465.5,7273.0,6744.5,5949.0,7471.5,6535.5,8002.0,7376.0,5882.0,7732.0,6765.5,5986.0,7062.5,9351.0,9668.0,3202.0,6304.0,5027.0,6209.0,6745.5,5808.0,8188.5,6329.0,10250.0,5234.0
NUP214 (8021),17216.0,17289.0,17181.0,17342.5,17333.0,17265.5,17327.0,17290.5,17314.0,17387.0,17166.5,17207.5,17424.0,17245.0,17155.5,17267.0,17117.0,17785.0,17448.0,17132.0,17045.0,17041.0,17091.0,17172.5,17338.0,17110.0,17228.0,17302.0
NUP35 (129401),16186.0,16481.5,16641.0,16614.5,16662.0,16310.5,16571.0,16799.5,16849.0,16359.0,16431.5,16444.0,16253.0,16264.0,16207.5,16752.5,16099.0,16534.0,16472.0,16845.0,16446.0,16730.5,16715.0,16342.0,16542.5,16444.0,16211.0,16165.0
NUP37 (79023),15004.0,15545.0,14733.0,14474.5,12792.0,14299.0,14709.0,15749.0,14080.0,14686.0,13872.5,13524.0,14275.0,15540.0,13945.0,14040.0,15784.0,14637.0,12035.0,15795.0,13948.0,14068.0,16374.0,14089.5,13289.0,14473.5,10883.0,9190.0
NUP43 (348995),17963.0,18000.0,18085.0,18043.5,17940.0,18068.0,18075.0,18145.5,17985.5,18049.0,18019.0,17880.5,18093.0,18017.0,18122.0,17973.0,17946.0,17999.0,16897.0,18039.0,18199.0,18090.0,18172.0,18015.5,17736.5,18041.0,17726.5,17716.0
NUP50 (10762),14870.0,15615.0,14785.0,14903.0,15455.0,14933.5,15599.0,16271.5,15519.5,15918.0,14202.0,15077.5,15770.0,13706.0,14549.5,16144.5,15647.0,14815.0,14707.0,15657.5,13918.0,14273.0,15334.0,15454.5,14749.0,16000.5,15250.0,11084.0
NUP54 (53371),17296.0,17277.5,17246.0,17205.5,17305.0,17345.0,17153.0,17289.0,17477.0,17572.0,16875.5,17289.5,17408.0,17208.0,16918.0,17085.0,16658.0,17894.0,17258.0,17798.0,16989.0,17339.0,17477.0,17220.5,17292.0,17298.5,17438.0,17123.0
NUP58 (9818),15419.0,15215.0,15802.0,15762.0,15562.0,15038.5,15847.0,16016.5,15839.5,15700.0,14913.5,16395.0,15566.0,15411.0,14892.0,15504.5,14857.0,15996.0,15994.0,16631.0,15916.0,15631.0,16148.5,16338.5,15599.5,15860.0,15732.0,15628.5
NUP62 (23636),17160.0,17242.5,17261.0,17171.0,17370.0,17336.5,17282.0,17495.5,17148.5,17343.0,16888.0,17357.0,17386.0,17275.5,17097.5,17282.5,17247.0,17579.0,17278.0,17420.0,17456.0,17204.5,17047.0,16940.0,17383.5,17218.0,17207.5,17245.0
NUP62CL (54830),5693.0,5275.0,2722.5,4326.0,4378.5,5026.0,4345.5,3343.0,5709.0,4270.0,5204.0,4100.0,3399.0,3953.5,3722.0,4103.0,6246.0,6546.0,2895.0,7611.5,8001.0,4116.0,3430.0,5366.5,3743.5,5044.0,1280.0,8061.5
NUP85 (79902),17898.0,17890.0,17761.0,17867.5,17835.0,17694.0,17803.0,17820.5,17853.5,17805.0,17591.5,17842.0,17898.0,17827.0,17814.5,17955.5,18080.0,17781.0,18058.0,17863.5,17895.0,17800.5,17828.5,17834.0,17836.0,17803.0,17808.0,17770.0
NUP88 (4927),17560.0,17557.5,17585.0,17376.5,17510.0,17440.0,17556.0,17542.5,17299.0,17331.0,17263.0,17474.5,17472.0,17460.5,17209.0,17345.0,17987.0,18086.0,17889.0,17254.5,17614.0,17290.5,17557.5,17493.5,17498.0,17301.0,17432.0,17431.5
NUP93 (9688),18007.0,18018.0,17935.0,18042.0,18069.0,17971.5,18020.0,18096.0,18008.5,17991.0,17916.5,17938.5,18104.0,18026.0,17986.5,17970.0,18256.5,18021.0,17743.0,18027.0,18056.0,18039.0,18075.0,18047.0,17963.0,17924.5,18019.0,18157.5
NUP98 (4928),17099.0,17115.0,17263.0,17168.5,17350.0,17321.0,17330.0,17305.0,17262.5,17327.0,16951.0,17223.0,17277.0,17280.0,17280.0,17337.5,17388.0,17184.0,17499.0,17107.5,17427.0,16956.5,17406.0,17055.5,17159.5,17182.5,17047.5,17024.0
NUPL2 (11097),8499.0,8258.5,12392.0,10223.5,9781.0,8288.5,10482.0,13253.5,9630.5,9381.0,10552.5,11312.0,10812.0,8192.5,8237.0,15123.0,16062.0,14353.0,5371.0,11802.0,11201.0,9453.0,9731.5,10324.0,9852.5,10246.0,9885.5,8878.0
NUPR1 (26471),5967.0,4121.5,4229.0,6151.5,6084.0,5500.0,5309.0,4976.5,5426.5,5952.0,5340.5,4732.0,7193.0,5864.5,3905.5,6426.0,5596.0,1795.0,8156.0,9776.0,6095.0,5329.0,7343.0,6860.0,5896.0,5784.5,5549.0,7144.0
NUPR2 (389493),14382.0,14168.5,14727.0,13862.5,14127.0,13720.0,13501.0,13964.5,14269.0,14078.0,15504.5,14041.0,14200.0,14583.0,12132.5,15041.5,13223.0,15726.0,13900.0,16141.0,12665.0,14660.0,13755.5,14808.5,14221.0,14742.5,14147.5,15867.5
