source,target,JaccSim
ACH-000012,ACH-000260,0.3034825870646766
ACH-000012,ACH-000339,0.30906495360456815
ACH-000012,ACH-000406,0.30906495360456815
ACH-000012,ACH-000601,0.31281317108088763
ACH-000012,ACH-000624,0.31
ACH-000012,ACH-000711,0.30719885958660015
ACH-000013,ACH-000030,0.31281317108088763
ACH-000013,ACH-000127,0.3194244604316547
ACH-000013,ACH-000235,0.3184759166067577
ACH-000013,ACH-000302,0.30440967283072545
ACH-000013,ACH-000332,0.31
ACH-000013,ACH-000416,0.31563845050215206
ACH-000013,ACH-000472,0.31
ACH-000013,ACH-000475,0.305338078291815
ACH-000013,ACH-000488,0.3016323633782825
ACH-000013,ACH-000510,0.3025568181818182
ACH-000013,ACH-000527,0.3016323633782825
ACH-000013,ACH-000528,0.30440967283072545
ACH-000013,ACH-000584,0.30440967283072545
ACH-000013,ACH-000601,0.3328488372093023
ACH-000013,ACH-000624,0.32323232323232326
ACH-000013,ACH-000657,0.30813124108416545
ACH-000013,ACH-000693,0.30813124108416545
ACH-000013,ACH-000696,0.3016323633782825
ACH-000013,ACH-000711,0.34852941176470587
ACH-000013,ACH-000721,0.305338078291815
ACH-000013,ACH-000781,0.3025568181818182
ACH-000013,ACH-000788,0.32227829848594086
ACH-000013,ACH-000827,0.300709219858156
ACH-000013,ACH-000867,0.3194244604316547
ACH-000013,ACH-000943,0.30626780626780625
ACH-000013,ACH-000973,0.3025568181818182
ACH-000013,ACH-000980,0.3165829145728643
ACH-000013,ACH-001028,0.3016323633782825
ACH-000013,ACH-001173,0.32323232323232326
ACH-000013,ACH-001295,0.31093638313080774
ACH-000013,ACH-001329,0.3025568181818182
ACH-000013,ACH-001340,0.30440967283072545
ACH-000015,ACH-000235,0.3034825870646766
ACH-000015,ACH-000302,0.3025568181818182
ACH-000015,ACH-000406,0.31
ACH-000015,ACH-000416,0.31187410586552217
ACH-000015,ACH-000601,0.320374370050396
ACH-000015,ACH-000624,0.300709219858156
ACH-000015,ACH-000649,0.31
ACH-000015,ACH-000693,0.300709219858156
ACH-000015,ACH-000696,0.305338078291815
ACH-000015,ACH-000711,0.32132564841498557
ACH-000015,ACH-000781,0.31093638313080774
ACH-000015,ACH-000788,0.3165829145728643
ACH-000015,ACH-000906,0.3175287356321839
ACH-000015,ACH-000980,0.305338078291815
ACH-000015,ACH-001028,0.320374370050396
ACH-000015,ACH-001173,0.31187410586552217
ACH-000021,ACH-000118,0.31281317108088763
ACH-000021,ACH-000235,0.31563845050215206
ACH-000021,ACH-000243,0.30906495360456815
ACH-000021,ACH-000266,0.32610267534345627
ACH-000021,ACH-000332,0.32418772563176895
ACH-000021,ACH-000406,0.3146953405017921
ACH-000021,ACH-000528,0.300709219858156
ACH-000021,ACH-000601,0.337709700948213
ACH-000021,ACH-000753,0.300709219858156
ACH-000021,ACH-000781,0.32227829848594086
ACH-000021,ACH-000788,0.3034825870646766
ACH-000021,ACH-001028,0.3034825870646766
ACH-000022,ACH-000711,0.31281317108088763
ACH-000022,ACH-000867,0.3184759166067577
ACH-000029,ACH-000127,0.305338078291815
ACH-000029,ACH-000235,0.31563845050215206
ACH-000029,ACH-000250,0.32323232323232326
ACH-000029,ACH-000416,0.32132564841498557
ACH-000029,ACH-000475,0.3137535816618911
ACH-000029,ACH-000488,0.30719885958660015
ACH-000029,ACH-000510,0.30440967283072545
ACH-000029,ACH-000517,0.30440967283072545
ACH-000029,ACH-000527,0.3016323633782825
ACH-000029,ACH-000601,0.3146953405017921
ACH-000029,ACH-000624,0.31187410586552217
ACH-000029,ACH-000649,0.31093638313080774
ACH-000029,ACH-000657,0.3016323633782825
ACH-000029,ACH-000693,0.30440967283072545
ACH-000029,ACH-000696,0.30626780626780625
ACH-000029,ACH-000711,0.3386861313868613
ACH-000029,ACH-000721,0.31187410586552217
ACH-000029,ACH-000753,0.30440967283072545
ACH-000029,ACH-000788,0.3137535816618911
ACH-000029,ACH-000827,0.300709219858156
ACH-000029,ACH-000866,0.30719885958660015
ACH-000029,ACH-000867,0.31187410586552217
ACH-000029,ACH-000906,0.30440967283072545
ACH-000029,ACH-000943,0.3034825870646766
ACH-000029,ACH-000973,0.3025568181818182
ACH-000029,ACH-000980,0.300709219858156
ACH-000029,ACH-001151,0.31187410586552217
ACH-000029,ACH-001173,0.3318809005083515
ACH-000029,ACH-001295,0.3025568181818182
ACH-000029,ACH-001329,0.3034825870646766
ACH-000029,ACH-001340,0.30906495360456815
ACH-000029,ACH-001368,0.300709219858156
ACH-000029,ACH-001380,0.305338078291815
ACH-000029,ACH-001735,0.3194244604316547
ACH-000030,ACH-000053,0.30626780626780625
ACH-000030,ACH-000095,0.300709219858156
ACH-000030,ACH-000097,0.3025568181818182
ACH-000030,ACH-000127,0.3175287356321839
ACH-000030,ACH-000235,0.3175287356321839
ACH-000030,ACH-000243,0.300709219858156
ACH-000030,ACH-000250,0.305338078291815
ACH-000030,ACH-000260,0.32706222865412443
ACH-000030,ACH-000290,0.3016323633782825
ACH-000030,ACH-000302,0.300709219858156
ACH-000030,ACH-000308,0.32706222865412443
ACH-000030,ACH-000332,0.3338181818181818
ACH-000030,ACH-000339,0.30440967283072545
ACH-000030,ACH-000383,0.31
ACH-000030,ACH-000406,0.3328488372093023
ACH-000030,ACH-000416,0.3194244604316547
ACH-000030,ACH-000421,0.30813124108416545
ACH-000030,ACH-000472,0.3318809005083515
ACH-000030,ACH-000475,0.3184759166067577
ACH-000030,ACH-000488,0.30626780626780625
ACH-000030,ACH-000510,0.3175287356321839
ACH-000030,ACH-000517,0.34260614934114203
ACH-000030,ACH-000524,0.3016323633782825
ACH-000030,ACH-000527,0.30906495360456815
ACH-000030,ACH-000528,0.3386861313868613
ACH-000030,ACH-000542,0.3175287356321839
ACH-000030,ACH-000556,0.32418772563176895
ACH-000030,ACH-000601,0.3435897435897436
ACH-000030,ACH-000624,0.36661698956780925
ACH-000030,ACH-000639,0.32132564841498557
ACH-000030,ACH-000647,0.32706222865412443
ACH-000030,ACH-000649,0.32227829848594086
ACH-000030,ACH-000657,0.30813124108416545
ACH-000030,ACH-000683,0.30906495360456815
ACH-000030,ACH-000693,0.336734693877551
ACH-000030,ACH-000694,0.3175287356321839
ACH-000030,ACH-000696,0.34162399414776884
ACH-000030,ACH-000699,0.30906495360456815
ACH-000030,ACH-000711,0.3758439609902476
ACH-000030,ACH-000720,0.32132564841498557
ACH-000030,ACH-000721,0.3184759166067577
ACH-000030,ACH-000753,0.31281317108088763
ACH-000030,ACH-000781,0.31563845050215206
ACH-000030,ACH-000784,0.30626780626780625
ACH-000030,ACH-000787,0.31563845050215206
ACH-000030,ACH-000788,0.33966398831263694
ACH-000030,ACH-000823,0.3025568181818182
ACH-000030,ACH-000824,0.3034825870646766
ACH-000030,ACH-000827,0.31187410586552217
ACH-000030,ACH-000867,0.34457478005865105
ACH-000030,ACH-000906,0.3465491923641703
ACH-000030,ACH-000911,0.3025568181818182
ACH-000030,ACH-000914,0.3165829145728643
ACH-000030,ACH-000943,0.32610267534345627
ACH-000030,ACH-000947,0.30813124108416545
ACH-000030,ACH-000973,0.3165829145728643
ACH-000030,ACH-000980,0.30906495360456815
ACH-000030,ACH-001028,0.3175287356321839
ACH-000030,ACH-001173,0.34952170713760117
ACH-000030,ACH-001295,0.3034825870646766
ACH-000030,ACH-001329,0.320374370050396
ACH-000030,ACH-001340,0.30440967283072545
ACH-000030,ACH-001368,0.30440967283072545
ACH-000030,ACH-001407,0.300709219858156
ACH-000030,ACH-001412,0.300709219858156
ACH-000030,ACH-001524,0.30813124108416545
ACH-000030,ACH-001956,0.32418772563176895
ACH-000042,ACH-000235,0.33966398831263694
ACH-000042,ACH-000243,0.30906495360456815
ACH-000042,ACH-000259,0.3034825870646766
ACH-000042,ACH-000266,0.35650887573964496
ACH-000042,ACH-000332,0.32706222865412443
ACH-000042,ACH-000406,0.3137535816618911
ACH-000042,ACH-000416,0.30813124108416545
ACH-000042,ACH-000528,0.3025568181818182
ACH-000042,ACH-000601,0.32610267534345627
ACH-000042,ACH-000781,0.3406432748538012
