source,target,JaccSim
ACH-000693,ACH-000867,0.37378277153558054
ACH-000693,ACH-000906,0.35151068533529845
ACH-000693,ACH-000943,0.36053412462908013
ACH-000693,ACH-000980,0.3655994043186895
ACH-000694,ACH-000711,0.3525073746312684
ACH-000696,ACH-000711,0.41621621621621624
ACH-000696,ACH-000788,0.3851963746223565
ACH-000696,ACH-000867,0.3748125937031484
ACH-000696,ACH-000943,0.3635687732342007
ACH-000696,ACH-000973,0.3525073746312684
ACH-000696,ACH-001028,0.35952557449962935
ACH-000696,ACH-001173,0.35952557449962935
ACH-000711,ACH-000753,0.35450516986706054
ACH-000711,ACH-000781,0.36053412462908013
ACH-000711,ACH-000784,0.3585185185185185
ACH-000711,ACH-000788,0.40321346595256313
ACH-000711,ACH-000793,0.36763609246830725
ACH-000711,ACH-000827,0.3883421650264951
ACH-000711,ACH-000866,0.3799849510910459
ACH-000711,ACH-000867,0.40860215053763443
ACH-000711,ACH-000887,0.3727544910179641
ACH-000711,ACH-000906,0.3727544910179641
ACH-000711,ACH-000911,0.35350553505535054
ACH-000711,ACH-000914,0.35952557449962935
ACH-000711,ACH-000943,0.3862433862433862
ACH-000711,ACH-000973,0.3655994043186895
ACH-000711,ACH-000980,0.3635687732342007
ACH-000711,ACH-001028,0.38206480783722685
ACH-000711,ACH-001151,0.36661698956780925
ACH-000711,ACH-001173,0.3841509433962264
ACH-000711,ACH-001295,0.36053412462908013
ACH-000711,ACH-001329,0.3862433862433862
ACH-000711,ACH-001340,0.3810240963855422
ACH-000711,ACH-001368,0.3655994043186895
ACH-000721,ACH-001028,0.36763609246830725
ACH-000753,ACH-000781,0.3645833333333333
ACH-000753,ACH-000906,0.3525073746312684
ACH-000781,ACH-000788,0.36053412462908013
ACH-000781,ACH-000906,0.36763609246830725
ACH-000781,ACH-000980,0.35650887573964496
ACH-000781,ACH-001028,0.35450516986706054
ACH-000788,ACH-000827,0.3686567164179104
ACH-000788,ACH-000867,0.37378277153558054
ACH-000788,ACH-000906,0.3717277486910995
ACH-000788,ACH-000943,0.35650887573964496
ACH-000788,ACH-000947,0.36053412462908013
ACH-000788,ACH-000973,0.3686567164179104
ACH-000788,ACH-000980,0.36661698956780925
ACH-000788,ACH-001028,0.37378277153558054
ACH-000788,ACH-001173,0.3696788648244959
ACH-000788,ACH-001295,0.3717277486910995
ACH-000788,ACH-001329,0.35952557449962935
ACH-000788,ACH-001340,0.35051546391752575
ACH-000788,ACH-001368,0.35151068533529845
ACH-000827,ACH-000867,0.35151068533529845
ACH-000827,ACH-001173,0.35151068533529845
ACH-000836,ACH-000939,0.3799849510910459
ACH-000836,ACH-001550,0.4053639846743295
ACH-000866,ACH-000867,0.35751295336787564
ACH-000866,ACH-000906,0.35051546391752575
ACH-000867,ACH-000887,0.35550628233555065
ACH-000867,ACH-000906,0.35151068533529845
ACH-000867,ACH-000980,0.3655994043186895
ACH-000867,ACH-001028,0.3696788648244959
ACH-000867,ACH-001151,0.3615441722345954
ACH-000867,ACH-001173,0.362555720653789
ACH-000867,ACH-001295,0.3645833333333333
ACH-000867,ACH-001329,0.3615441722345954
ACH-000867,ACH-001340,0.35650887573964496
ACH-000867,ACH-001368,0.35550628233555065
ACH-000867,ACH-001956,0.35650887573964496
ACH-000906,ACH-000980,0.35051546391752575
ACH-000906,ACH-001028,0.3645833333333333
ACH-000914,ACH-000980,0.35051546391752575
ACH-000939,ACH-001550,0.41185527328714394
ACH-000943,ACH-000947,0.35550628233555065
ACH-000943,ACH-001028,0.3615441722345954
ACH-000980,ACH-001028,0.3686567164179104
ACH-001028,ACH-001173,0.3585185185185185
