,std,mean,median,max,min
LNPEP (4012),3384.4841432995595,10055.7728,10603.0,16702.0,198.0
LNX1 (84708),3676.016049176762,7935.5136,7937.0,17037.0,132.0
LONP1 (9361),324.2998546019899,17919.0232,18010.0,18330.5,16634.0
LONRF2 (164832),3492.9030278970395,7856.0144,7789.0,17037.0,238.0
LONRF3 (79836),3239.7719571696766,7826.573883161512,11286.0,,
LOXL1 (4016),3315.3327564499077,9505.8528,9832.0,16441.0,215.0
LOXL2 (4017),3417.059256352696,8860.1792,8978.0,16829.0,218.0
LOXL3 (84695),2466.19159974989,12760.8624,13246.0,17083.0,782.0
LOXL4 (84171),2876.4181964888744,11666.9312,12306.0,16565.0,1128.0
LPA (4018),1023.4196396696412,16019.7792,16249.0,17391.0,4347.0
LPAR1 (1902),3833.7069328168795,6381.6784,5702.0,17099.0,24.0
LPAR2 (9170),2916.8766571524798,14092.4928,14940.0,17906.0,35.0
LPAR5 (57121),3395.3785986113085,7910.9264,8077.0,17037.0,58.0
LPCAT1 (79888),3308.4506179355235,5752.2896,5270.0,16562.0,208.0
LPCAT3 (10162),2753.9631321508564,12858.5552,13532.0,17512.0,456.0
LPCAT4 (254531),3260.0839576061576,7696.704,7633.0,16412.0,248.0
LPGAT1 (9926),3342.0957805583075,9360.9408,9676.0,16594.0,65.0
LRCH2 (57631),3413.2833980017676,10356.831615120274,14886.0,,
LRCH3 (84859),3459.8051089235264,9982.3312,10184.0,16751.0,225.0
LRCH4 (4034),2005.1203195780085,13940.5664,14431.0,17352.0,3634.0
LRFN1 (57622),3309.0691422962796,9325.4304,9598.0,16754.0,1042.0
LRFN3 (79414),3837.5140017785147,9414.264,9941.0,16852.0,69.0
LRFN4 (78999),2720.29677985929,12518.04,13022.0,17457.0,949.0
LRIF1 (55791),2958.0394025114433,12196.1008,12936.0,16627.0,480.0
LRIG1 (26018),3633.8227390773886,5936.4016,5419.0,16747.0,11.0
LRIT1 (26103),2725.153605144262,11755.1872,12312.0,16840.0,1684.0
LRMP (4033),3371.8085011877606,7782.4528,7967.0,17387.0,237.0
LRP1 (4035),2841.5776988930206,12329.992,13046.0,17028.0,1085.0
LRP10 (26020),3539.4310413434587,5679.5808,5091.0,17095.0,116.0
LRP1B (53353),2569.7620029848317,13486.1184,14236.0,17470.0,453.0
LRP2 (4036),2634.8042026578732,12219.3616,12743.0,16680.0,1381.0
LRP4 (4038),2256.938239236556,13664.9264,14270.0,17401.0,3059.0
LRP5 (4041),2491.996028313088,12901.6,13403.0,17101.0,2486.0
LRP5L (91355),2919.9419779509317,11806.1856,12420.0,16806.0,1132.0
LRP6 (4040),3382.1490075310976,6828.2848,6910.0,17081.0,59.0
LRP8 (7804),3038.019112908092,12095.5376,12652.0,17946.0,1780.0
LRPAP1 (4043),3362.30654639387,6769.776,6572.0,16838.0,190.0
LRPPRC (10128),1009.3113269401783,16755.6424,16942.0,18230.0,4242.0
LRR1 (122769),226.3169869300069,18117.9792,18191.0,18326.0,17100.0
LRRC1 (55227),2097.029978622391,13875.0336,14443.0,17172.0,2235.0
LRRC10 (376132),3318.956681802589,6704.4448,6544.0,17698.0,42.0
LRRC10B (390205),2556.419687791542,13229.008,13903.0,17279.0,1557.0
LRRC14B (389257),3704.3212220061487,7396.5504,7280.0,17109.0,49.0
LRRC15 (131578),1845.8029879619414,14497.9344,15038.0,17048.0,3198.0
LRRC18 (474354),3139.7673190369233,9373.304,9702.0,16227.0,288.0
LRRC2 (79442),2646.63216740707,9673.5312,9844.0,16575.0,1289.0
LRRC23 (10233),3162.2177398124586,6120.8176,5714.0,16688.0,335.0
LRRC24 (441381),3435.6289003556503,4856.9216,4135.0,16472.0,49.0
LRRC25 (126364),3618.95719864162,10224.0336,10687.0,16636.0,27.0
LRRC28 (123355),3029.28483962884,8725.7232,8864.0,16528.0,551.0
LRRC29 (26231),3326.734941945947,8040.3368,8075.0,16633.0,51.0
LRRC3 (81543),3919.8566604823964,7608.2376,7360.0,16560.0,42.5
LRRC32 (2615),2295.4332102688436,13496.3056,14057.0,17138.0,1996.0
LRRC37A (9884),3134.7016349468513,10876.5024,11221.0,16641.0,531.0
LRRC37A2 (474170),2998.25420039216,12861.5152,13641.0,17125.0,2368.0
LRRC37A3 (374819),508.9818270747077,16789.5104,16866.0,17850.0,13536.0
LRRC37B (114659),594.6512209820011,16502.952,16604.0,17795.0,12591.0
LRRC3C (100505591),2343.1232221917735,13555.7008,14198.0,17215.0,2355.0
LRRC41 (10489),3594.652901882932,10524.8992,11151.0,17393.0,99.0
LRRC43 (254050),3266.326232770091,9375.3904,9585.0,16544.0,300.0
LRRC45 (201255),2687.070196960785,13015.4384,13711.0,17314.0,1936.0
LRRC46 (90506),2752.994770405867,12236.8144,12852.0,16659.0,2024.0
LRRC47 (57470),3483.2208449482573,7085.1888,6940.0,16421.0,13.0
LRRC55 (219527),3103.338802971026,11109.744,11695.0,16330.0,1367.0
LRRC56 (115399),3106.988699910128,10550.8064,10879.0,16502.0,33.0
LRRC57 (255252),2993.54473999364,11897.3536,12606.0,17558.0,891.0
LRRC59 (55379),3287.998420555332,11042.0144,11721.0,16574.0,180.0
LRRC66 (339977),2978.526964153547,5786.3904,5558.0,17143.0,139.0
LRRC71 (149499),2874.5330520402426,11763.3328,12227.0,16753.0,1532.0
LRRC73 (221424),2669.971021568471,12216.5632,12930.0,16640.0,949.0
LRRC75A (388341),2786.2042937797873,13621.0176,14521.0,17729.0,947.0
LRRC75B (388886),2794.1563428579534,11764.744,12220.0,16625.0,1044.0
LRRC8B (23507),2782.1857429219112,11648.6752,12174.0,16701.0,650.0
LRRC8D (55144),3903.540698364065,9475.6288,10117.0,16932.0,337.0
LRRC8E (80131),2841.1425270496825,11462.1696,11947.0,16918.0,1308.0
LRRIQ1 (84125),3187.0256056094463,7829.7552,7953.0,16354.0,223.0
LRRN2 (10446),3257.3382321444215,8322.928,8384.0,16464.0,676.0
LRRN3 (54674),3135.1672165055697,8913.8288,9034.0,17309.0,1041.0
LRRN4CL (221091),3388.3221531781696,9368.248,9441.0,16699.0,135.0
LRRTM1 (347730),3533.6108693864626,6441.2672,6086.0,16592.0,30.0
LRWD1 (222229),1899.2926031416848,14606.3648,15122.0,17079.0,3661.0
LSG1 (55341),415.13064964152534,17320.6768,17377.0,18209.0,13156.0
LSM1 (27257),3891.023641024333,9980.7824,10671.0,16646.0,78.0
LSM10 (84967),1271.7901903243035,15906.184,16183.0,17735.0,4753.0
LSM11 (134353),676.5934300256293,16727.0912,16834.0,17929.0,10499.0
LSM12 (124801),2477.988642522761,15541.7896,16297.0,18230.5,30.0
LSM14A (26065),2392.254239958621,14206.2576,14940.0,16890.0,824.0
LSM2 (57819),198.27020488109088,18203.1248,18268.5,18330.5,17403.0
LSM3 (27258),322.27966036841275,17576.44,17631.0,18186.0,16240.0
LSM4 (25804),457.85445516323256,17257.5584,17329.0,18215.0,12424.0
LSM5 (23658),719.4759125064044,16684.0864,16819.0,17804.0,10031.0
LSM6 (11157),390.4764827745712,17386.5376,17434.0,18170.0,15193.0
LSM7 (51690),286.7598099455361,17857.4776,17919.0,18299.0,16101.0
LSM8 (51691),308.40626162829193,17835.692,17917.0,18304.0,15855.0
LSMEM1 (286006),3356.837161926349,7104.6936,7004.0,16785.0,92.5
LSMEM2 (132228),3110.254485546406,10279.4832,10693.0,16811.0,704.0
LSP1 (4046),3493.1955895396823,8569.0656,8695.0,17111.0,497.0
LSS (4047),3741.4334124716124,6277.5664,5789.0,16243.0,7.0
LST1 (7940),1340.003021523574,15519.392,15857.0,17508.0,5663.0
LTA (4049),2893.4245848767564,11355.9296,11880.0,16673.0,1331.0
LTB4R (1241),2539.6736679749088,13472.5184,14224.0,16821.0,771.0
LTB4R2 (56413),1415.505610944508,15483.76,15865.0,17244.0,5159.0
LTBP2 (4053),3270.7492838656544,10490.4736,11004.0,16486.0,564.0
LTBP3 (4054),1255.930002156947,15603.3616,15954.0,17321.0,5628.0
LTF (4057),2395.438604404587,12922.2496,13495.0,16671.0,1335.0
LTN1 (26046),2842.771385574476,12214.04,12903.0,17826.0,264.0
LTO1 (220064),284.7872483843118,18003.4992,18090.0,18322.0,15951.0
LTV1 (84946),559.394625841644,17028.4256,17104.0,17896.0,9812.0
LUC7L2 (51631),2741.2579344302726,14552.368,15430.0,17841.0,293.0
LUC7L3 (51747),220.09680267426853,18134.2608,18208.0,18326.0,17293.0
LURAP1 (541468),1393.5863366941112,15169.472,15498.0,17400.0,4447.0
LURAP1L (286343),2535.1583980068417,2996.3504,2363.0,15835.0,18.0
LUZP1 (7798),2995.289130483879,12716.6112,13612.0,16487.0,43.0
LVRN (206338),3320.0677443273767,8403.36,8595.0,16390.0,114.0
LY6K (54742),2547.185192622009,12774.744,13367.0,17006.0,2480.0
LY9 (4063),3523.867053785351,7986.4784,8013.0,16329.0,252.0
LYL1 (4066),3043.603737748378,11563.352,12213.0,17204.0,1827.0
LYPD2 (137797),2535.2086588964603,13792.3552,14567.0,17095.0,786.0
LYPD6B (130576),3150.4590712954346,9817.7104,10083.0,16449.0,824.0
LYPLA2 (11313),2488.27898000266,12869.5808,13437.0,16645.0,776.0
LYRM2 (57226),2060.8536482667464,14644.0064,15278.0,17869.0,2354.0
LYRM4 (57128),260.37027487003473,17969.8096,18048.0,18314.5,16798.0
LYRM7 (90624),3167.642556894031,8398.2048,8432.0,16865.0,259.0
LYRM9 (201229),3666.0807642319874,8908.2,8938.0,16730.0,125.0
LYSMD1 (388695),1769.9290474450504,14508.7952,14930.0,17068.0,2786.0
LYZ (4069),3413.2761623582523,6458.8624,6275.0,18097.0,12.0
LYZL1 (84569),3287.3842346874812,7890.7184,7918.0,16794.0,257.0
LYZL4 (131375),2126.343831180649,14444.1488,15069.0,17087.0,113.0
LZTFL1 (54585),3047.477179205693,11150.4464,11727.0,17029.0,650.0
LZTR1 (8216),4488.6488045169035,5913.7312,5566.0,17469.0,3.5
LZTS1 (11178),3557.8790467816925,8432.5968,8699.0,16639.0,87.0
M6PR (4074),3344.446607853007,8231.2064,8435.0,16782.0,129.0
MAB21L1 (4081),3333.043736144379,6746.432,6523.0,17448.0,388.0
MAB21L2 (10586),3356.8490685180136,5118.8272,4518.0,16598.0,81.0
MACF1 (23499),3330.5616814146665,9787.2368,10228.0,16731.0,190.0
MACROD1 (28992),3136.179996945492,11576.2704,12231.0,16556.0,304.0
MAD1L1 (8379),3838.5615937450266,6340.64,5708.0,16650.0,43.0
MAD2L1 (4085),816.8482601673713,16940.5824,17089.0,18230.0,5437.0
MAD2L1BP (9587),2174.0629396710856,14726.5376,15406.0,17681.0,2592.0
MAD2L2 (10459),397.2210090952726,17734.9512,17822.0,18312.0,16262.0
MADCAM1 (8174),3627.8726644370017,9762.1776,10194.0,16407.0,246.0
MADD (8567),3257.767532385739,9354.7888,9621.0,16736.0,717.0
MAEA (10296),2738.0684915278207,14830.7888,15805.0,17742.0,247.0
MAF (4094),3087.120864295603,11309.32,11822.0,18291.0,74.0
MAF1 (84232),3198.6845472122377,11540.2576,12077.0,16980.0,254.0
MAFA (389692),3587.3413053773775,8084.9456,8009.0,17095.0,127.0
MAFB (9935),2694.283780423154,3549.8928,2997.0,17801.0,30.0
MAFF (23764),2668.0577509828167,13099.3008,13651.0,17463.0,1098.0
MAFG (4097),3096.996232228237,12244.368,12903.0,16985.0,743.0
MAFK (7975),2944.331590995371,13263.3248,14110.0,17468.0,781.0
MAG (4099),2531.417233606503,12868.3264,13412.0,16826.0,3357.0
MAGEA1 (4100),3127.7017548133263,10049.857388316152,13900.0,,
MAGEA11 (4110),2876.741044132602,12067.333333333334,16023.0,,
MAGEA4 (4103),3021.9081849443087,10866.948453608247,,,
MAGEA6 (4105),2631.307569458024,11446.797250859106,14602.0,,
MAGEA9 (4108),2715.9253532442817,10869.92439862543,13170.0,,
MAGEB16 (139604),3160.6407086405466,11046.644329896908,14151.0,,
MAGEC1 (9947),2467.52126088719,3797.8264604810997,7225.0,,
MAGEE1 (57692),3576.8526582579025,8024.83676975945,13953.0,,
MAGEH1 (28986),3165.771305292652,11650.20618556701,15172.0,,
MAGIX (79917),3667.3376991521577,6864.879725085911,10044.0,,
MAGOH (4116),1015.8053919415057,16640.7312,16855.0,18169.0,9149.0
MAIP1 (79568),2494.060088003968,13172.6224,13831.0,17060.0,3274.0
MAJIN (283129),2541.8147388138423,12149.5248,12676.0,16323.0,1632.0
MAK (4117),3190.204833237242,10283.4384,10698.0,16182.0,87.0
MAK16 (84549),227.10345178252678,18105.4536,18176.0,18323.0,17103.0
MALL (7851),3602.560370260901,7521.3728,7378.0,16467.0,164.0
MALSU1 (115416),2695.089641264513,13857.4528,14654.0,17371.0,504.0
MALT1 (10892),2841.131664444239,2682.7528,1691.0,16500.0,6.5
MAML1 (9794),3697.898370557844,10213.76,10956.0,17470.0,134.0
MAML2 (84441),3438.8221988245054,7053.784,6715.0,17256.0,357.0
MAMSTR (284358),3485.646317682245,5640.0056,5160.0,16545.0,92.5
MAN1A2 (10905),4097.031788225252,8580.3824,8320.0,17443.0,7.0
MAN1B1 (11253),3396.958531469449,7609.2496,7538.0,16498.0,99.0
MAN2A1 (4124),3049.970363305359,3994.6432,3258.0,16775.0,50.0
MAN2B1 (4125),3104.609058461637,9833.2144,10038.0,16435.0,987.0
MAN2C1 (4123),2588.266664959092,12256.0528,12863.0,16745.0,1789.0
MANBAL (63905),3312.021804200183,9761.8464,10265.0,16392.0,550.0
MANF (7873),951.0191006413148,16214.2952,16390.0,18230.5,8308.0
MANSC1 (54682),2431.020012008255,12754.3312,13271.0,16756.0,1421.0
MANSC4 (100287284),2554.4912231024973,11182.9216,11462.0,16235.0,1926.0
MAOB (4129),2971.797895943381,8988.269759450171,12381.0,,
MAP10 (54627),3153.466809099113,11760.524,12481.0,16564.0,22.5
MAP1LC3A (84557),2921.948804276053,12381.6688,13115.0,16971.0,463.0
MAP1LC3B (81631),1685.9666895879052,14668.5888,15161.0,17282.0,3247.0
MAP1LC3B2 (643246),3280.2267500578178,10065.784,10567.0,16328.0,823.0
MAP2K1 (5604),3403.302091108515,11040.7376,11488.0,17685.0,171.0
MAP2K2 (5605),2517.4441633988167,12719.3616,13065.0,17766.0,587.0
MAP2K3 (5606),3996.462170224547,4042.2664,2559.0,17267.0,6.5
MAP2K5 (5607),3403.2695649557127,9656.0736,9793.0,16701.0,353.0
MAP2K6 (5608),3080.738291009528,8171.024,8170.0,16443.0,215.0
MAP2K7 (5609),1990.8793281851292,14969.6304,15533.0,17412.0,1478.0
MAP3K1 (4214),3578.0348135963814,7984.264,7892.0,17073.0,65.0
MAP3K10 (4294),3356.202112335631,7273.712,7088.0,16739.0,446.0
MAP3K11 (4296),1973.3328677022146,14573.9264,15170.0,17435.0,1834.0
MAP3K12 (7786),3267.49491470226,10571.9952,11135.0,16838.0,284.0
MAP3K13 (9175),2911.5283050139556,9417.304,9455.0,16575.0,1108.0
MAP3K2 (10746),3390.6021833826176,10877.2784,11515.0,17585.0,483.0
MAP3K20 (51776),2895.6059726942412,11945.904,12646.0,16507.0,96.0
MAP3K21 (84451),3539.474748123672,8527.3952,8720.0,16257.0,274.0
MAP3K3 (4215),2652.892329344014,12261.1888,12794.0,16581.0,2617.0
MAP3K4 (4216),4144.0938109388335,7835.1008,7683.0,16629.0,47.0
MAP3K5 (4217),3654.4628262525175,8384.496,8662.0,16473.0,169.0
MAP3K6 (9064),3137.835838990192,11505.2208,12077.0,16421.0,680.0
MAP3K7 (6885),5401.83880578238,8459.9088,8160.0,18037.0,17.0
MAP3K7CL (56911),3120.8905683318285,6086.5008,5832.0,16398.0,301.0
MAP3K8 (1326),3057.2928824747505,7144.36,7056.0,17629.0,420.0
MAP4 (4134),2795.842851033821,10058.7456,10240.0,16446.0,556.0
MAP4K1 (11184),3652.8385120004755,7248.7424,6953.0,16385.0,138.0
MAP4K2 (5871),2625.418916134123,13133.5488,13813.0,17049.0,939.0
MAP4K4 (9448),4418.209661334584,5036.7104,4029.0,16397.0,2.0
MAP6 (4135),3611.532370354438,9561.4512,9810.0,17621.0,342.0
MAP6D1 (79929),3686.2175388316064,8135.46,8051.0,16804.0,92.5
MAP7 (9053),3230.38466328464,10748.7072,11281.0,16621.0,295.0
MAP7D1 (55700),3543.9486428099317,8833.5768,9089.0,16397.0,12.5
MAPK1 (5594),4672.014805496606,10457.7664,11321.0,18114.0,22.0
MAPK10 (5602),3081.658963067849,11046.8448,11698.0,16650.0,281.0
MAPK12 (6300),3420.279832793712,10104.84,10355.0,16895.0,417.0
MAPK13 (5603),3404.380920525937,9555.5168,10097.0,16329.0,343.0
MAPK14 (1432),4146.351394333614,11955.9696,13080.0,17970.0,56.0
MAPK15 (225689),2691.98527215463,13049.5056,13791.0,17130.0,1383.0
MAPK1IP1L (93487),3115.3363824835415,10715.104,11066.0,16855.0,599.0
MAPK3 (5595),3734.7376115488955,10486.9888,11238.0,16950.0,173.0
MAPK6 (5597),2923.9089530293395,12555.5728,13170.0,17396.0,1205.0
MAPKAP1 (79109),2182.407466651779,14688.1344,15342.0,17441.0,3487.0
MAPKAPK2 (9261),3617.821704928434,7491.2416,7379.0,16646.0,91.0
MAPKAPK5 (8550),3596.4690264323394,9894.6976,10299.0,16963.0,162.0
MAPKBP1 (23005),3418.856847069477,7812.2944,7892.0,16419.0,336.0
MAPRE1 (22919),1890.9800270704836,14918.4064,15497.0,17635.0,3966.0
MAPT (4137),2770.0892885711123,11768.9968,12335.0,16180.0,2310.0
MARC2 (54996),3408.3694988291277,7728.4704,7617.0,16352.0,281.0
MARCH4 (57574),2614.1797228723435,11733.2992,12165.0,17083.0,654.0
MARCH5 (54708),4316.367447435936,13005.5512,14538.0,18286.5,337.0
MARCH6 (10299),3494.5038660349674,11951.9232,12668.0,17434.0,698.0
MARCH8 (220972),3564.4908773904867,9754.912,10044.0,16372.0,203.0
MARCH9 (92979),1652.8529005266885,15021.7424,15496.0,17557.0,6301.0
MARCKS (4082),2917.811401329463,12445.8176,13093.0,17265.0,800.0
MARCKSL1 (65108),2654.1989701052353,12557.7664,13142.0,16691.0,634.0
MARK2 (2011),3825.9846789015955,12921.4944,14250.0,17785.0,83.0
MARK3 (4140),4078.0204666354284,6696.7408,6305.0,16912.0,43.0
MARS (4141),307.32650932409547,17779.36,17852.0,18246.0,15419.0
MARS2 (92935),469.66472783034146,17574.3016,17620.0,18319.0,15410.0
MARVELD3 (91862),3338.2927992851337,9581.7952,9934.0,16501.0,720.0
MASP2 (10747),2501.132239398584,12989.0144,13645.0,16925.0,2871.0
MAST1 (22983),2705.435371070805,12386.1632,12951.0,17082.0,377.0
MAST2 (23139),2468.342538463765,12763.3824,13322.0,16610.0,2726.0
MAST3 (23031),1717.7839846090912,14753.9664,15234.0,17056.0,4029.0
MASTL (84930),319.619060216762,18121.136,18236.0,18329.0,14509.0
MAT1A (4143),3193.4156170077076,10488.544,10903.0,16640.0,1277.0
MAT2A (4144),634.4865408778411,17383.0576,17530.0,18230.5,12533.0
MATK (4145),2098.0047860325258,14404.2704,14977.0,17542.0,1144.0
MATN1 (4146),3304.5233145648353,11517.1328,12216.0,16954.0,64.0
MATN3 (4148),3173.460761411016,10437.9056,10877.0,16478.0,415.0
MATR3 (9782),3136.383166736766,13641.04,14679.0,17309.0,915.0
MAU2 (23383),2160.5689377474105,16336.6608,16894.0,18046.0,15.0
MAX (4149),912.0618279818196,16266.5344,16449.0,17883.0,8961.0
MAZ (4150),3076.6900430157584,11806.2936,12504.0,16433.0,12.5
MBD2 (8932),4095.8638308833533,9717.2256,10130.0,17686.0,71.0
MBD3 (53615),3737.9933542504477,10928.1024,11541.0,17315.0,922.0
MBD3L2 (125997),2254.709536270408,14530.76,15110.0,17387.0,905.0
MBD4 (8930),2283.5489376923583,13056.3888,13668.0,17338.0,1976.0
MBD6 (114785),3401.5449158927618,11562.8528,12230.0,17043.0,206.0
MBLAC1 (255374),3453.4818730748266,9420.2272,9633.0,16456.0,888.0
MBLAC2 (153364),3653.8635155049865,7390.7888,7450.0,16572.0,32.0
MBNL1 (4154),4879.794468358851,11446.8272,12937.0,17845.0,7.0
MBNL3 (55796),3316.760203606832,5959.283505154639,,,
MBOAT1 (154141),2679.12285846865,9442.064,9532.0,16298.0,529.0
MBTD1 (54799),2353.8815886955745,14426.7376,15101.0,17202.0,622.0
MBTPS1 (8720),1695.1081718648745,16421.2272,16963.0,18054.0,1756.0
MBTPS2 (51360),488.71571512754997,17253.42439862543,17583.0,,
MC1R (4157),3776.88312373902,7338.768,7133.0,17680.0,236.0
MC5R (4161),3771.260519615458,9334.0992,9695.0,16691.0,38.0
MCAT (27349),2965.318312556784,13045.7552,13914.0,17265.0,834.0
MCCD1 (401250),3302.9995508690317,9063.9072,9242.0,16344.0,365.0
MCEE (84693),2328.738238581307,13342.3344,13891.0,17399.0,2272.0
MCEMP1 (199675),3039.0519541251338,11155.176,11737.0,17933.0,1657.0
MCF2 (4168),3733.147772844261,5428.394329896907,11413.0,,
MCF2L2 (23101),3103.520172836827,10929.256,11505.0,16420.0,67.0
MCFD2 (90411),3020.2337578176857,10817.3488,11263.0,16079.0,459.0
MCIDAS (345643),3428.157484817127,9698.5088,10226.0,17186.0,591.0
MCL1 (4170),1981.1379617361463,15909.8888,16378.0,18305.5,4678.0
MCM10 (55388),2110.808051583746,14852.1232,15476.0,17601.0,2893.0
MCM2 (4171),273.81932321636225,17819.2104,17879.0,18305.5,16606.0
MCM3 (4172),479.41015401139634,17093.872,17158.0,18049.0,13059.0
MCM3AP (8888),378.2825920474716,17312.1136,17378.0,18138.0,15863.0
MCM4 (4173),332.7373357701005,17627.44,17694.0,18230.0,15634.0
MCM5 (4174),257.29716473021057,17910.6056,17977.0,18298.0,16747.0
MCM6 (4175),307.85117648230363,17402.3312,17443.0,18060.0,16115.0
MCM7 (4176),264.60527402587365,17904.9544,17970.0,18305.5,16940.0
MCM8 (84515),3106.040868625904,11163.6176,11540.0,16935.0,1716.0
MCM9 (254394),3149.4651401932215,10576.3184,10946.0,17379.0,1320.0
MCMBP (79892),578.3881135291379,16886.232,16983.0,18014.0,12451.0
MCPH1 (79648),4231.675108734371,9861.4544,10155.0,17332.0,120.0
MCRIP1 (348262),2998.558406717708,11265.7904,11758.0,16537.0,890.0
MCRIP2 (84331),2875.644038744035,12606.416,13400.0,17113.0,1112.0
MCRS1 (10445),1142.694368324269,15819.1152,16110.0,17560.0,8116.0
MCTP1 (79772),2224.9965377074764,13904.5232,14498.0,17375.0,1946.0
MCTS1 (28985),3285.8110673317024,12710.353951890034,,,
MCU (90550),3101.2726772953165,9451.9072,9689.0,17251.0,1627.0
MCUR1 (63933),3441.774266792325,5739.0928,5234.0,16718.0,115.0
MDC1 (9656),2480.3261215919333,14049.7728,14768.0,17128.0,1752.0
MDH2 (4191),3159.615063638169,12916.6944,13800.0,17731.0,93.0
MDK (4192),3680.5384608240583,9816.4688,10555.0,16525.0,312.0
MDM1 (56890),3044.157381688269,10704.424,11174.0,16781.0,33.0
MDM2 (4193),4001.0501402377045,13538.8656,14724.0,18269.0,81.0
MDM4 (4194),4259.703483024647,9996.0336,10303.0,17044.0,38.0
MDN1 (23195),331.9250456341473,17810.1768,17883.0,18309.0,15319.0
MDP1 (145553),2812.5670372163395,12876.3568,13637.0,17031.0,359.0
ME1 (4199),1917.270288327278,13381.8848,13788.0,16341.0,3683.0
ME2 (4200),2876.1102444233466,13196.912,14114.0,17398.0,535.0
MEA1 (4201),3404.057155887474,11184.5696,12080.0,17068.0,343.0
MEAF6 (64769),3096.9386641078563,14413.0608,15393.0,17776.0,224.0
MECOM (2122),4009.440848984128,4185.3072,2845.0,17628.0,14.0
MECR (51102),2990.294171895433,12682.0656,13331.0,17347.0,2291.0
MED1 (5469),2370.813773497431,16351.8208,17107.0,18310.5,2240.0
MED10 (84246),1169.409467049776,16287.6264,16553.0,18230.5,8242.0
MED11 (400569),244.79496463157565,18055.0584,18123.0,18322.0,16704.0
MED12 (9968),2617.244537221762,16324.731958762886,18152.0,,
MED13 (9969),4944.2181451593615,6973.672,6358.0,16965.0,5.0
MED13L (23389),4070.059424800854,10339.912,11110.0,17463.0,74.0
MED14 (9282),455.4822943151691,17309.006872852235,,,
MED15 (51586),3283.440894809543,13820.1472,14911.0,18030.0,167.0
MED16 (10025),5041.895889166582,10953.6608,12473.0,17616.0,18.0
MED17 (9440),362.6210234758413,17478.088,17538.0,18248.0,15816.0
MED18 (54797),500.4130274442278,17099.8064,17184.0,18142.0,11900.0
MED19 (219541),3703.2625855006863,15238.2632,16528.0,18292.0,28.0
MED20 (9477),1102.2729379600019,16335.2192,16577.0,17684.0,3958.0
MED21 (9412),784.0568943347454,16571.0528,16731.0,17880.0,9324.0
MED22 (6837),415.89149039697287,17338.1568,17383.0,18256.0,13654.0
MED23 (9439),5506.44777345008,11180.7912,13168.0,17832.0,6.5
MED24 (9862),4304.647257215607,14002.3992,15890.0,17783.0,6.5
MED25 (81857),3708.2113754131638,13896.568,15384.0,17658.0,148.0
MED26 (9441),533.5939041765366,17314.9536,17393.0,18194.0,11748.0
MED27 (9442),1395.962792818395,15446.2736,15773.0,17520.0,8069.0
MED28 (80306),845.9284867786341,16765.792,16892.0,18038.0,3800.0
MED29 (55588),1290.9264762038551,16098.1952,16457.0,17787.0,5879.0
MED30 (90390),247.8843922849148,18107.9608,18203.0,18325.5,16883.0
MED31 (51003),1476.7429796041886,15630.6368,15998.0,17608.0,2394.0
MED4 (29079),388.3371300485687,17459.8896,17511.0,18198.0,13272.0
MED6 (10001),340.9859277869366,17536.064,17592.0,18200.0,15945.0
MED7 (9443),562.5906565122388,16897.4,16978.0,17871.0,10416.0
MED8 (112950),269.0358534585192,17942.3816,18019.0,18311.0,15970.0
MED9 (55090),1307.4204089949071,16946.1864,17183.0,18300.0,1663.0
MEF2B (100271849),2768.126595651623,11772.2112,12345.0,18017.0,1380.0
MEF2C (4208),3947.5823329719556,7368.2808,7011.0,18291.0,161.0
MEF2D (4209),3591.669619316771,10029.3872,10269.0,17689.0,394.0
MEGF10 (84466),2554.823364234495,2641.3912,1700.0,16212.0,27.0
MEGF6 (1953),3470.643529096807,9678.6896,10109.0,16500.0,228.0
MEGF8 (1954),3255.9798269802845,10069.9056,10452.0,16446.0,828.0
MEI4 (101928601),3160.4104662065165,7519.8704,7628.0,16070.0,503.0
MEIOC (284071),1820.0302831335189,14404.1856,14848.0,16783.0,3192.0
MEIS1 (4211),3849.1915493169904,9095.8,9436.0,16959.0,233.0
MEIS2 (4212),3198.9568592220967,2861.6744,1647.0,17069.0,3.0
MEIS3 (56917),2892.6518019027594,12189.192,12900.0,17369.0,1926.0
MELK (9833),3188.1555847462523,9800.9344,10023.0,17358.0,477.0
MELTF (4241),3227.3673262472316,9177.1888,9326.0,16511.0,33.0
MEMO1 (51072),2755.0173444407264,14509.9728,15459.0,17395.0,772.0
MEN1 (4221),4198.865943651501,14129.772,15792.0,18230.5,4.0
MEOX2 (4223),2917.476217676012,3636.092,2806.0,16773.0,42.5
MEPCE (56257),421.8449499276804,17039.4544,17103.0,17959.0,14384.0
MEPE (56955),2146.8019664046737,14316.8624,14990.0,16926.0,1760.0
MERTK (10461),3129.756567538645,11164.768,11777.0,16867.0,404.0
MESD (23184),4044.650166050623,8615.9072,8918.0,16459.0,25.0
MET (4233),3461.781952055832,3557.2368,2433.0,17422.0,46.0
METAP1 (23173),1902.0736499828222,16040.7536,16567.0,17913.0,2695.0
METAP2 (10988),862.338879556565,16659.9632,16839.0,17758.0,8235.0
METRN (79006),3077.2039682919612,10375.6896,10648.0,16416.0,1043.0
METRNL (284207),3524.79982790658,9356.1792,9623.0,16934.0,396.0
METTL1 (4234),1180.5281239930125,16517.448,16751.0,18149.0,8278.0
