0.25	5.12820512821e-06
0.251	5.12820512821e-06
0.252	5.12820512821e-06
0.253	5.12820512821e-06
0.254	5.12820512821e-06
0.255	5.12820512821e-06
0.256	5.12820512821e-06
0.257	5.12820512821e-06
0.258	5.12820512821e-06
0.259	5.12820512821e-06
0.26	5.12820512821e-06
0.261	5.12820512821e-06
0.262	5.12820512821e-06
0.263	5.12820512821e-06
0.264	5.12820512821e-06
0.265	5.12820512821e-06
0.266	5.12820512821e-06
0.267	5.12820512821e-06
0.268	5.12820512821e-06
0.269	5.12820512821e-06
0.27	5.12820512821e-06
0.271	5.12820512821e-06
0.272	5.12820512821e-06
0.273	5.12820512821e-06
0.274	5.12820512821e-06
0.275	5.12820512821e-06
0.276	5.12820512821e-06
0.277	5.12820512821e-06
0.278	1.02564102564e-05
0.279	1.02564102564e-05
0.28	1.02564102564e-05
0.281	1.53846153846e-05
0.282	1.53846153846e-05
0.283	1.53846153846e-05
0.284	1.53846153846e-05
0.285	1.53846153846e-05
0.286	1.53846153846e-05
0.287	1.53846153846e-05
0.288	1.53846153846e-05
0.289	1.53846153846e-05
0.29	1.53846153846e-05
0.291	1.53846153846e-05
0.292	1.53846153846e-05
0.293	1.53846153846e-05
0.294	1.53846153846e-05
0.295	1.53846153846e-05
0.296	1.53846153846e-05
0.297	2.5641025641e-05
0.298	2.5641025641e-05
0.299	2.5641025641e-05
0.3	3.07692307692e-05
0.301	3.58974358974e-05
0.302	3.58974358974e-05
0.303	3.58974358974e-05
0.304	3.58974358974e-05
0.305	4.10256410256e-05
0.306	5.12820512821e-05
0.307	6.15384615385e-05
0.308	6.15384615385e-05
0.309	7.69230769231e-05
0.31	8.71794871795e-05
0.311	9.23076923077e-05
0.312	0.000102564102564
0.313	0.000117948717949
0.314	0.000128205128205
0.315	0.000164102564103
0.316	0.000189743589744
0.317	0.000215384615385
0.318	0.000307692307692
0.319	0.000353846153846
0.32	0.000451282051282
0.321	0.000579487179487
0.322	0.000764102564103
0.323	0.000953846153846
0.324	0.00133333333333
0.325	0.00166666666667
0.326	0.00214871794872
0.327	0.00276923076923
0.328	0.00372820512821
0.329	0.00471794871795
0.33	0.00613846153846
0.331	0.00789230769231
0.332	0.0103179487179
0.333	0.0131794871795
0.334	0.0166923076923
0.335	0.0211230769231
0.336	0.0269179487179
0.337	0.0337948717949
0.338	0.0419487179487
0.339	0.0514615384615
0.34	0.0628871794872
0.341	0.076558974359
0.342	0.0920564102564
0.343	0.109769230769
0.344	0.130179487179
0.345	0.151748717949
0.346	0.176271794872
0.347	0.202328205128
0.348	0.230343589744
0.349	0.26018974359
0.35	0.290584615385
