,ACH-000004,ACH-000005,ACH-000045,ACH-000070,ACH-000782,ACH-000938,ACH-000113,ACH-000146,ACH-000960,ACH-000168,ACH-000183,ACH-000198,ACH-000263,ACH-000294,ACH-000295,ACH-000326,ACH-000336,ACH-000937,ACH-000362,ACH-000363,ACH-000387,ACH-000406,ACH-000487,ACH-000498,ACH-000557,ACH-000604,ACH-000770,ACH-000953,ACH-000983,ACH-001737,ACH-001735,ACH-001736,ACH-000151
ACH-000387,0.7212065287135021,0.6422930874703744,0.7288787240988125,0.6868275452515101,0.691892490449329,0.7220130873510517,0.7587684109509991,0.7805337731947708,0.7464790871107918,0.70014073261852,0.7282566400669623,0.7684950645461477,0.6137653029418052,0.7235847639979113,0.6602186273461074,0.750689651223386,0.6091146696300395,0.7538782168195599,0.7766992568312487,0.7298799258729574,1.0,0.8322642977624904,0.7678442870773313,0.46985273224437846,0.6784169857619085,0.6394292431380966,0.8093862677468026,0.7078960825508566,0.7595378133521151,0.5333853029108107,0.7756303357263941,0.730831117455272,0.6448365310855222
ACH-000406,0.7352125625578229,0.664532082373872,0.7834410315621062,0.7227941318399355,0.73164925277644,0.7651868697825986,0.8154615834248049,0.8394672834124018,0.7899267161665726,0.7419539160369569,0.7741310895926734,0.8209189838525317,0.6460382303121983,0.7390906444630101,0.6928894401733529,0.7922247023544454,0.6498796371308774,0.804566063597537,0.8235023723709233,0.7855027406823848,0.8322642977624904,1.0,0.7994867408573237,0.49326432377163626,0.7181169414164129,0.6646231535317126,0.8665141248192159,0.7521296967648634,0.8093886767326499,0.560256501458307,0.8266669234076942,0.7859331239004338,0.6759663803233411
ACH-000487,0.7078841328046316,0.6348203274866397,0.7312094463925032,0.699916999278384,0.7170049192663001,0.7496382524241787,0.764027943219185,0.7482839872697191,0.764259890701349,0.6949227611307262,0.7336750892548833,0.7790814245701205,0.6164560748388864,0.655675607208073,0.6544660133661605,0.7505417589002931,0.6209908921365542,0.777031979502358,0.7432641542514246,0.7476533249079619,0.7678442870773313,0.7994867408573237,1.0,0.5056812880882785,0.6953890727278581,0.6333802848015312,0.7831249884563806,0.7242189876781566,0.7549860323744931,0.5304208124606701,0.7843019669777821,0.7520769686640504,0.6547005268631908
ACH-000498,0.44048401984122815,0.4056535793090571,0.4722559226553467,0.43381760465422325,0.4477600215804511,0.46041291556139785,0.4758883802292928,0.46439632508512735,0.4737406231963342,0.45853671588445816,0.4642687322929011,0.48482731197078843,0.4215089755165975,0.41295397380575705,0.4046338363066048,0.470145297840827,0.39204479969666134,0.482522277423398,0.46503002254683706,0.48618908389764204,0.46985273224437846,0.49326432377163626,0.5056812880882785,1.0,0.43086957699371253,0.4069365639130848,0.4855986068020841,0.44608151945881264,0.49373326396043504,0.34219703160365494,0.494509210949418,0.48915051463325854,0.4108381325542544
ACH-000557,0.6311096579878974,0.585319541118346,0.6869013833355139,0.6446704430804544,0.6545084124267034,0.694520980547857,0.6899912241063412,0.7018493204052667,0.7118908800291273,0.6527961358447991,0.6630783939472666,0.6956126625022356,0.5799638845534246,0.6270702059610064,0.6003130474756814,0.668739931319038,0.5766450501030871,0.7213875025919886,0.694330367694746,0.704737423572794,0.6784169857619085,0.7181169414164129,0.6953890727278581,0.43086957699371253,1.0,0.5748216453533644,0.7207247316163419,0.6918128758138322,0.6870926273095935,0.4990899192313473,0.7384175617546384,0.6852170544971736,0.6011877512338013
ACH-000604,0.5854130409141245,0.5478251196933375,0.61866370805014,0.5936038027000449,0.5938016413179871,0.6189360717343277,0.6412538637520928,0.6359470795313997,0.6359944766792446,0.5795809150817555,0.6185624730102144,0.6451984901945843,0.5308876548461589,0.5697564093560181,0.570124831147308,0.6442110078544377,0.5446966492777446,0.6437668476893704,0.6236213180811958,0.6200752649653839,0.6394292431380966,0.6646231535317126,0.6333802848015312,0.4069365639130848,0.5748216453533644,1.0,0.6469628669341465,0.6117786434014806,0.6426252785882853,0.45607857643131194,0.6468131859686197,0.630435362164614,0.5702015849067679
ACH-000770,0.7158797289576243,0.6593303056363007,0.7746764763728999,0.7048051894409592,0.7205701415491584,0.7458088598504563,0.8052824225735257,0.819868310476538,0.7925598659846492,0.7370293674302503,0.7523707124537767,0.8099348283073876,0.6396770502167384,0.7234271938836732,0.6778045046960448,0.7697571836845118,0.6434909482035975,0.7958380036061978,0.8190721099945214,0.7694049197424085,0.8093862677468026,0.8665141248192159,0.7831249884563806,0.4855986068020841,0.7207247316163419,0.6469628669341465,1.0,0.7596427072854604,0.7897258029580966,0.5630060183342225,0.8173546529085102,0.7678050437288725,0.6731057140577207
ACH-000953,0.6563209325653545,0.6318933534719886,0.7114094043036714,0.7051647507850367,0.7091034556898682,0.7521630744345772,0.732305581051464,0.7232255164041925,0.789754086914752,0.6618868434568604,0.713384169122038,0.7424285531530785,0.6196510782160503,0.6393511908419501,0.6333144117894237,0.7108335475417725,0.6104471900351521,0.8333239333192124,0.7061531489822059,0.7253559154751607,0.7078960825508566,0.7521296967648634,0.7242189876781566,0.44608151945881264,0.6918128758138322,0.6117786434014806,0.7596427072854604,1.0,0.7281712037329061,0.541162926561592,0.7764751266954942,0.754209929440938,0.6641514473580953
ACH-000983,0.6969524083657469,0.6419451331666471,0.7388832459032288,0.7116160282540815,0.7199141242732814,0.7469927972011793,0.7689364385114441,0.7650293534556148,0.7685763832520199,0.6952325879131015,0.738756630495523,0.7783001253238694,0.6507044723235756,0.6717027013703456,0.6708697087016974,0.7546384835013957,0.6311495128352695,0.7727318722144397,0.7537194162424848,0.7567731521466359,0.7595378133521151,0.8093886767326499,0.7549860323744931,0.49373326396043504,0.6870926273095935,0.6426252785882853,0.7897258029580966,0.7281712037329061,1.0,0.5288642522066835,0.7955452481651044,0.7665503291873969,0.6591345210117497
ACH-001737,0.4905099827091241,0.46863734371385385,0.5219431781174249,0.49987287363726013,0.5099771269704121,0.5218060863758829,0.5342264393164334,0.5367284858908323,0.5590426499766278,0.4986976859803574,0.513353477646948,0.5405479257506128,0.4595438814862396,0.47530985863233055,0.4783034102915252,0.5203076580738631,0.45003966770258313,0.5695845052213974,0.526373565418562,0.5292717462001071,0.5333853029108107,0.560256501458307,0.5304208124606701,0.34219703160365494,0.4990899192313473,0.45607857643131194,0.5630060183342225,0.541162926561592,0.5288642522066835,1.0,0.5521624068202443,0.534000486694964,0.4806373710349226
ACH-001735,0.7127239836653649,0.6591528704237968,0.7715189956897887,0.7172862734143199,0.7803988567792524,0.7618250420602953,0.7862970005141096,0.7860667158055168,0.8048005506394622,0.7239967553626749,0.7504987175795212,0.7952474505444954,0.6689185224881868,0.703532436413171,0.6844401619773983,0.76214750448166,0.6403361225425463,0.8097648544215661,0.7844847728160583,0.7809827666394753,0.7756303357263941,0.8266669234076942,0.7843019669777821,0.494509210949418,0.7384175617546384,0.6468131859686197,0.8173546529085102,0.7764751266954942,0.7955452481651044,0.5521624068202443,1.0,0.8125136269014493,0.6826430366472741
ACH-001736,0.6801778505203054,0.6401372573086043,0.7336446575354167,0.7339727931358709,0.7268444725488317,0.7745423686075891,0.7537388837349617,0.7378416710540343,0.8021265141574646,0.6805634059257399,0.7199503920337987,0.7631493371091496,0.6377137082627853,0.6486240863405152,0.6530903609709067,0.7352223841583139,0.6143250116922682,0.7883957739655076,0.730014115067443,0.7507858650965112,0.730831117455272,0.7859331239004338,0.7520769686640504,0.48915051463325854,0.6852170544971736,0.630435362164614,0.7678050437288725,0.754209929440938,0.7665503291873969,0.534000486694964,0.8125136269014493,1.0,0.6630407276360902
ACH-000151,0.5888091988605467,0.5725199168165255,0.636959651251412,0.6295038812078916,0.6303118193322266,0.6586020115406857,0.666783482064824,0.6512695309520872,0.6854449891481229,0.6004842652434844,0.6417321025359869,0.6688038188274363,0.554700854388895,0.5619351167766155,0.5834862560273344,0.6442640234573385,0.5549593427087546,0.6835080893688521,0.6307851440507891,0.6584019265936238,0.6448365310855222,0.6759663803233411,0.6547005268631908,0.4108381325542544,0.6011877512338013,0.5702015849067679,0.6731057140577207,0.6641514473580953,0.6591345210117497,0.4806373710349226,0.6826430366472741,0.6630407276360902,1.0
