,ACH-000036,ACH-000040,ACH-000055,ACH-000067,ACH-000075,ACH-000095,ACH-000098,ACH-000215,ACH-000137,ACH-000152,ACH-000490,ACH-000200,ACH-000591,ACH-000211,ACH-000673,ACH-000231,ACH-000232,ACH-000244,ACH-000760,ACH-000273,ACH-000323,ACH-000329,ACH-001067,ACH-000025,ACH-000368,ACH-000376,ACH-000389,ACH-000437,ACH-000445,ACH-000464,ACH-000469,ACH-000504,ACH-000570,ACH-000571,ACH-001053,ACH-000592,ACH-001054,ACH-000622,ACH-000623,ACH-000655,ACH-000738,ACH-000756,ACH-001232,ACH-000776,ACH-000819,ACH-000128,ACH-000887,ACH-000676,ACH-001329,ACH-001173
ACH-000490,0.7496041514120411,0.7432491738414527,0.726391754586797,0.7301820243439986,0.6934135035253447,0.7692483146055894,0.7566041404302335,0.8019128629603849,0.7291358189745616,0.7660979571740641,1.0,0.6597084087173026,0.7078558943930365,0.7967332082255206,0.8045773683591797,0.8006473843457489,0.7913367654980584,0.6520576711407241,0.7750556920124143,0.7723130612071534,0.7395790372380855,0.753692158847555,0.7399398656754254,0.7661909398527639,0.7260708452892292,0.779507876095633,0.7139526225675613,0.7803722057008198,0.7102929230406096,0.6995760567306027,0.7641391793131685,0.7274144458941384,0.7503820872882451,0.7588098427022149,0.6896317396794756,0.7650845619470255,0.7471520418106654,0.7147255177630977,0.7441421483447848,0.7688879074088296,0.7890640869530141,0.719934510312107,0.7592730661038619,0.72206361284128,0.7582032174817663,0.7268946109890273,0.8021792138501496,0.7761437512506886,0.8026573002953039,0.813170783321992
ACH-000200,0.6620741264007612,0.6469105842315921,0.6106477260495746,0.648317428127471,0.6080544300320517,0.6685808833127425,0.6535165566068838,0.7018022235395349,0.6367272359442755,0.6634057681483706,0.6597084087173026,1.0,0.6291675425888344,0.6959325357358389,0.6986127631401091,0.6826830898652696,0.6672493255465003,0.584070514209321,0.6629245840083926,0.6721584987594934,0.6358225740685669,0.6581066873944572,0.6541954553231791,0.6569921282929752,0.6316530626436723,0.6638874483897179,0.6393721406891862,0.6892857354300939,0.6376414759265311,0.6063857670427983,0.6601881296683211,0.6348775041445862,0.6688362394330323,0.654735320075034,0.5908441328623956,0.6794655008773933,0.6410092123281864,0.6230523955096141,0.6586204461472266,0.6493263535846783,0.6879472361066638,0.6308969100652477,0.6637558368594323,0.6219014845672597,0.6565144999694624,0.6218525026017626,0.6948630327161417,0.6583056461775212,0.7065486004758308,0.7015040136286113
ACH-000591,0.7016894125593779,0.6989452795792691,0.6594594602776157,0.7035766156877705,0.6313662897020199,0.7112735295567894,0.689842755191392,0.7388607712384605,0.6784012567402026,0.7244817575437161,0.7078558943930365,0.6291675425888344,1.0,0.722605623221627,0.7344561111494184,0.7573131657698746,0.7137185331104552,0.6090645937290393,0.7103630054366091,0.7056175937189739,0.6897439201011081,0.7015774012719467,0.7053503716483521,0.6998470786448173,0.7056661455954131,0.7169589524700564,0.6680458522535151,0.7233102128587289,0.6687948211723986,0.6643775879603303,0.733845165855941,0.6782203442005191,0.7213924829572049,0.7096814093698779,0.6472307890113892,0.695511607954042,0.6872894484618314,0.6659589996175121,0.7411712279299644,0.7147072248046711,0.7400803579414762,0.6746374225796514,0.7254363166306814,0.6975153777905363,0.6948584917476951,0.6816921098213831,0.7266856429105428,0.7009228902514762,0.7419500640303751,0.7572755610639255
ACH-000211,0.772819305300573,0.7656182553419131,0.7346367139800744,0.7571519783998263,0.7137098686073263,0.8081059808330201,0.7789943524461839,0.8250662154905903,0.7424344346668785,0.7886446289155264,0.7967332082255206,0.6959325357358389,0.722605623221627,1.0,0.8276070777252493,0.8127655099402129,0.8113618874556933,0.6675516662703104,0.7857463374036153,0.7994668751936217,0.7544650878557165,0.7712383201054086,0.7537671546313881,0.7761520059153856,0.7385022382116162,0.7886995893566012,0.7366406497618553,0.8023495261593055,0.7332171708667039,0.700946774388911,0.7952048110261426,0.7426549972930586,0.7781051049327491,0.7874924382722204,0.713838976649174,0.7817607679059724,0.7784332241537271,0.738151917769338,0.7761380016770142,0.7817258727039309,0.8145977950833364,0.7336483080028291,0.7852133824288591,0.7417507645475767,0.7746827217226395,0.7469626344358937,0.8220628885804072,0.7988104846790183,0.8299764832612513,0.8371645107809458
ACH-000673,0.8024235504075168,0.7901654814158817,0.7484124736889098,0.769232894590403,0.7147273638828104,0.8181991157396125,0.7924951747798564,0.8392522250445125,0.7422759032072821,0.798332326592564,0.8045773683591797,0.6986127631401091,0.7344561111494184,0.8276070777252493,1.0,0.845305863231568,0.8210728369381374,0.6861115654569457,0.8025601192882076,0.8141117407511718,0.781862264463366,0.7974570470944444,0.7755328687013249,0.7912691275913292,0.7572664110579407,0.8076438732107116,0.7406552253174068,0.822324839618229,0.7374218281859329,0.7383173229447515,0.7936507671711551,0.7660039874478921,0.7947960490004976,0.788877947508304,0.7177414354956687,0.7821293880462317,0.7795547538126167,0.7464595522244412,0.7897576667096324,0.7846002472496225,0.8013528575332921,0.7417466702479812,0.8104714589645886,0.7415344660002796,0.7701935134871507,0.7392192094108495,0.8273456034209254,0.808661323852449,0.8469856177294459,0.8288708376087577
ACH-000231,0.7809775177011351,0.7724660605862487,0.7418574782059466,0.7613831469305963,0.7078760198950086,0.8012584749795255,0.7719455070924723,0.8274296542034862,0.7325588507444457,0.7962857230727982,0.8006473843457489,0.6826830898652696,0.7573131657698746,0.8127655099402129,0.845305863231568,1.0,0.8016875711788911,0.6688100849683309,0.800393058446069,0.79778714820234,0.757699169408534,0.7844102545178373,0.7645082655701148,0.782774556244126,0.7595218979414965,0.8114554398768623,0.7335203120541279,0.818315579234723,0.7311350370038222,0.7375191372768073,0.7933659224174021,0.7627553926479969,0.7978694569471003,0.7747155327740439,0.7141745788615708,0.776733951018059,0.776929595072715,0.7473986299037966,0.7942571577968284,0.7888577787338189,0.8078485533899642,0.7326202720278749,0.8110153374245296,0.7430625184516948,0.7663980916361547,0.7461043321863746,0.8111612785035106,0.7944728003467236,0.8258067676019445,0.8239391312042914
ACH-000232,0.7723977335512354,0.7584358434014924,0.7223624127589218,0.7547730048910701,0.6991376507812798,0.7961643557858169,0.7835176188599811,0.8178330814655757,0.7310561899043272,0.7724123530405602,0.7913367654980584,0.6672493255465003,0.7137185331104552,0.8113618874556933,0.8210728369381374,0.8016875711788911,1.0,0.6546796137294638,0.7840948012733354,0.7910120882598123,0.7505545502797125,0.7646865620660687,0.745732793507687,0.7680959762126867,0.7433081265022865,0.7960960018558513,0.7300832892969248,0.8029631990907284,0.7219349586947346,0.7107687987625709,0.7787207934767694,0.7486363356744664,0.779252983018564,0.7837670694141707,0.7061426082757442,0.7682647418910679,0.7592575226836067,0.7478673999146453,0.7670463736933184,0.7624851063665591,0.7833030217431841,0.7299033515178939,0.7756100289143688,0.7330344839923094,0.781193505114347,0.7347606978396221,0.7979301738684142,0.7752862093379309,0.82886754485106,0.8317113569544121
ACH-000244,0.6686383128729112,0.6451194319385074,0.602842067661806,0.6295211865246557,0.5966291954479861,0.6464435070225699,0.6341364589701941,0.6796018425684466,0.6151716403167736,0.6492620406508668,0.6520576711407241,0.584070514209321,0.6090645937290393,0.6675516662703104,0.6861115654569457,0.6688100849683309,0.6546796137294638,1.0,0.6468809193559606,0.6517536065185828,0.6266073935145795,0.6459464071911543,0.6453272230615976,0.6360867166068811,0.6339191804186846,0.653016562962152,0.628692167525612,0.6686751289461924,0.6064985690730363,0.6150865102298775,0.6644242941079289,0.6294009242516118,0.6538251587877117,0.6407273386757716,0.5757429530752567,0.6375896962363575,0.6293203608445246,0.6117879176421266,0.6391037585736046,0.6352234485016538,0.6549189061757482,0.6090364712109854,0.6506414689787176,0.6153664025158234,0.6270712742562661,0.6053174310454643,0.662293179711228,0.6423585595634573,0.6835100446601242,0.669648131134378
ACH-000760,0.733953942824799,0.7434981547932643,0.722575933000326,0.731225456570587,0.6949145551795015,0.7703746425786268,0.7548584308321001,0.8092065369984289,0.7258414640868752,0.7600534596156256,0.7750556920124143,0.6629245840083926,0.7103630054366091,0.7857463374036153,0.8025601192882076,0.800393058446069,0.7840948012733354,0.6468809193559606,1.0,0.7635521942550982,0.7407548916015515,0.7737201976963054,0.7291608997745548,0.7481395363289454,0.7267126220506164,0.7879105082445388,0.7155528573686966,0.7854540315500437,0.7170507596534949,0.7134176023066501,0.7581093873591039,0.7370663292101776,0.7608054443301213,0.7654985439640245,0.6948064704312505,0.7593795496968705,0.752929472403364,0.7298841754851908,0.7625722764678914,0.7661109404639161,0.786728075177342,0.7214235161398167,0.7644989088071588,0.72017131971016,0.7674188106298019,0.7273721288062155,0.8049449603204556,0.7868310757281838,0.8048222050564613,0.8062912943528668
ACH-000273,0.7615664616922168,0.7557237550627476,0.7198163746469174,0.7339923663585074,0.686302143820891,0.7811751797970218,0.7522179834839545,0.805264425495925,0.7117344057869209,0.7659853817757399,0.7723130612071534,0.6721584987594934,0.7056175937189739,0.7994668751936217,0.8141117407511718,0.79778714820234,0.7910120882598123,0.6517536065185828,0.7635521942550982,1.0,0.7353208556348231,0.7611247531365166,0.7354841324943742,0.7508103232448439,0.7220528793845685,0.7766613004103968,0.7167144770680967,0.7900478349828637,0.714670868454888,0.6894283152766728,0.7666039516457435,0.7409808274910376,0.7583268058136727,0.761093177327309,0.7010829815630355,0.7408811348146824,0.7618936450406989,0.7255602952748166,0.7590213001090862,0.7535362105461919,0.7673074707270281,0.7186556363286852,0.766441829723352,0.7094891900388888,0.7467916944813237,0.7219526572205868,0.787516722023938,0.769231774813025,0.799469658853399,0.788748766219407
ACH-000323,0.7250911687869566,0.7230170244830973,0.6912305686749475,0.7226555644582038,0.6632186592010103,0.7443523578256981,0.7412030492153084,0.7712774000611854,0.6999987050536015,0.7475623213360377,0.7395790372380855,0.6358225740685669,0.6897439201011081,0.7544650878557165,0.781862264463366,0.757699169408534,0.7505545502797125,0.6266073935145795,0.7407548916015515,0.7353208556348231,1.0,0.7318903265242644,0.7099254695022292,0.7289308587317612,0.6998950359286173,0.7394108890596001,0.6882419828052497,0.7497486713583985,0.6997927076044455,0.6730518333313551,0.7366880701311889,0.6966568464068074,0.7362649958505438,0.7346584916925698,0.6796647902088777,0.7250594997511374,0.7219064079269621,0.6901982612178935,0.7310506050652066,0.7316341609726363,0.7440416270612362,0.6928640668537279,0.7406915863632278,0.6994572231352844,0.7242520844140955,0.6951227027041683,0.7725513100567608,0.7536666181159082,0.7611572091830316,0.7666967984378749
ACH-000329,0.7450482571722147,0.7462774826558646,0.7010117158580763,0.7496627176011522,0.6825905419404047,0.7605276117507143,0.7476784360456247,0.7976551600760743,0.7030405212386558,0.7706075749193281,0.753692158847555,0.6581066873944572,0.7015774012719467,0.7712383201054086,0.7974570470944444,0.7844102545178373,0.7646865620660687,0.6459464071911543,0.7737201976963054,0.7611247531365166,0.7318903265242644,1.0,0.7246383531613548,0.7386105280930116,0.71915641152718,0.7708935080982146,0.7142556240246536,0.7828328392980358,0.707565813965604,0.7083810978281962,0.7598360181903162,0.7277839342681078,0.747348151517992,0.7542684568010076,0.6795319997497294,0.746628875679631,0.7344203824537864,0.7137290646721931,0.7560443819049445,0.7406050891806564,0.7597064650700358,0.6962705081174813,0.7557788787059071,0.7069101073716112,0.7323889341704167,0.7132679238462379,0.7710899539451214,0.7610539095242871,0.7913750206141996,0.783831397987364
ACH-001067,0.7355290441898296,0.7183723580237027,0.6960039838525751,0.7143031942511426,0.6694342647658678,0.7366273446422783,0.7340749222008374,0.7694373653942252,0.6998514800496273,0.7423755622724441,0.7399398656754254,0.6541954553231791,0.7053503716483521,0.7537671546313881,0.7755328687013249,0.7645082655701148,0.745732793507687,0.6453272230615976,0.7291608997745548,0.7354841324943742,0.7099254695022292,0.7246383531613548,1.0,0.7293508593709157,0.6993286015768587,0.7364886548724675,0.686408201769873,0.7519135992737893,0.693939296988438,0.6755282195277141,0.7546536148225559,0.701258695184745,0.7348760254990505,0.7436172202428148,0.6653003223091869,0.7280081926562283,0.7219194641867389,0.6813129251754749,0.7322050784619544,0.7355465297724713,0.7418691354490371,0.7008265144741819,0.7336429487721655,0.7160828088637915,0.7146209674650712,0.6861898399259295,0.7679982826745153,0.7370225113799292,0.7752433583209003,0.7768384562218448
ACH-000025,0.73311046683217,0.7342434636165057,0.6991961509737666,0.7341332870597795,0.673991534571043,0.7456318875707691,0.7475603785475987,0.7896711237200538,0.714787547363457,0.7474340861103043,0.7661909398527639,0.6569921282929752,0.6998470786448173,0.7761520059153856,0.7912691275913292,0.782774556244126,0.7680959762126867,0.6360867166068811,0.7481395363289454,0.7508103232448439,0.7289308587317612,0.7386105280930116,0.7293508593709157,1.0,0.7158051629482857,0.7545460126037097,0.6899027735204245,0.7633120864265169,0.7077471515392647,0.6859104158712226,0.7510341405448104,0.7160835808756228,0.7368588853302924,0.7384801191325889,0.683300482535553,0.7368810886529267,0.7357442175838508,0.6965727094219015,0.7253243865020395,0.7385322561006611,0.7638096397630336,0.7026660193323567,0.7617441802390431,0.7113734183070659,0.7411344142408222,0.7127079639480923,0.7795875923574621,0.7741466222920339,0.7811044246243811,0.7779843758104744
ACH-000368,0.7172278303898904,0.7161949523174351,0.669182922392032,0.7047082510193684,0.6545478870149227,0.7216205184952557,0.7083570006734796,0.7508611145134911,0.6800251143192625,0.7268791928873581,0.7260708452892292,0.6316530626436723,0.7056661455954131,0.7385022382116162,0.7572664110579407,0.7595218979414965,0.7433081265022865,0.6339191804186846,0.7267126220506164,0.7220528793845685,0.6998950359286173,0.71915641152718,0.6993286015768587,0.7158051629482857,1.0,0.7460943498019842,0.6894425019407362,0.7453858687117022,0.6831007084880283,0.6937585355643157,0.735065633718484,0.6963411995717599,0.7274842564976616,0.7136809705283692,0.6584010101500122,0.6912416973593929,0.7049045144616732,0.6821179487808283,0.7310889598231398,0.6984942840550747,0.7308861583449612,0.6803667588411307,0.7238820686622555,0.6691003129643979,0.7124490713197705,0.688668215904615,0.7379137688599139,0.7173774564059943,0.7486195508181154,0.7470663540060456
ACH-000376,0.7538540978927252,0.7548892509442748,0.7214864176814857,0.7378884221353544,0.6922521338987997,0.7710119084238741,0.7496543575967073,0.8145038168751592,0.7200308228549369,0.7699506196971817,0.779507876095633,0.6638874483897179,0.7169589524700564,0.7886995893566012,0.8076438732107116,0.8114554398768623,0.7960960018558513,0.653016562962152,0.7879105082445388,0.7766613004103968,0.7394108890596001,0.7708935080982146,0.7364886548724675,0.7545460126037097,0.7460943498019842,1.0,0.7210539696773304,0.7954220011016345,0.7001178441261688,0.7223126799523365,0.7729016935245004,0.7496584795222669,0.7865770588615223,0.7594002643085067,0.7016213640570632,0.7374036225275132,0.7608524891257396,0.7367029515233051,0.7620927391101934,0.7588914941958099,0.7931907434876319,0.7070047002958526,0.7746790286631734,0.7160380529262532,0.7556869643904605,0.7226893102982272,0.790092409119781,0.778568514048892,0.7945851717397044,0.7929837342691948
ACH-000389,0.7180383483942235,0.7057821857334071,0.6574966818200316,0.6974602885329736,0.6547707799650818,0.7309883390436956,0.713052418192274,0.746600206236069,0.6785418957866853,0.7104451384662034,0.7139526225675613,0.6393721406891862,0.6680458522535151,0.7366406497618553,0.7406552253174068,0.7335203120541279,0.7300832892969248,0.628692167525612,0.7155528573686966,0.7167144770680967,0.6882419828052497,0.7142556240246536,0.686408201769873,0.6899027735204245,0.6894425019407362,0.7210539696773304,1.0,0.7432638958445273,0.6785929261702905,0.6675683836431824,0.7174014000244939,0.6803782998477469,0.712370513157722,0.7197440776377388,0.6469273780333112,0.7080215146808176,0.6979431255621231,0.674551115108204,0.7083889807599506,0.7095093318574581,0.7138893558563887,0.6781510212217814,0.704282816892158,0.683097494876635,0.711638117215714,0.6711990945050051,0.7382018356245253,0.7063536756177472,0.7602709299992249,0.7478474523658412
ACH-000437,0.7795604603054928,0.7688771703483106,0.7279168677974559,0.7594868551589677,0.6952607256364738,0.7943554522588083,0.7625469182887706,0.8307758434971071,0.7204877360695574,0.7767506223161709,0.7803722057008198,0.6892857354300939,0.7233102128587289,0.8023495261593055,0.822324839618229,0.818315579234723,0.8029631990907284,0.6686751289461924,0.7854540315500437,0.7900478349828637,0.7497486713583985,0.7828328392980358,0.7519135992737893,0.7633120864265169,0.7453858687117022,0.7954220011016345,0.7432638958445273,1.0,0.7332316575873115,0.7294543790877019,0.785834526861556,0.7430499328733585,0.7859730843965909,0.7903965881644879,0.7048617602058237,0.7719207401797888,0.756934440573806,0.7391796294465676,0.7818423246203858,0.757191036211533,0.7811878762008528,0.7360239500386876,0.7805337313086967,0.7378958397977246,0.7529561409215748,0.7313724092257979,0.8097624066768385,0.78410949287242,0.8250550992092592,0.8052299768742754
ACH-000445,0.6991406125743129,0.6979308824677423,0.663514154035534,0.6969884725798727,0.6413571529073971,0.7243552765517012,0.7271678302325412,0.738374454604034,0.6805856945465795,0.7155780146022835,0.7102929230406096,0.6376414759265311,0.6687948211723986,0.7332171708667039,0.7374218281859329,0.7311350370038222,0.7219349586947346,0.6064985690730363,0.7170507596534949,0.714670868454888,0.6997927076044455,0.707565813965604,0.693939296988438,0.7077471515392647,0.6831007084880283,0.7001178441261688,0.6785929261702905,0.7332316575873115,1.0,0.64318273992517,0.7161519767462611,0.6834687746382423,0.7056029229007058,0.7011829556932018,0.6594451290561036,0.7034066622404171,0.697408719425691,0.6662853557077933,0.7154984567456681,0.7033631920129406,0.7176359697157142,0.6898198879989753,0.7038548259476813,0.6789355066409084,0.7083466545239276,0.6767874438554647,0.7496513366073301,0.7140283323646531,0.7503445602195805,0.7520814791395662
