,x,y,measure
0,ACH-000019,ACH-000017,0.6528625523252981
1,ACH-000028,ACH-000017,0.7198957137125295
2,ACH-000028,ACH-000019,0.7288720170376057
3,ACH-000097,ACH-000017,0.7581220786158998
4,ACH-000097,ACH-000019,0.7100666099799471
5,ACH-000097,ACH-000028,0.7914540290156732
6,ACH-000148,ACH-000017,0.7476922854309855
7,ACH-000148,ACH-000019,0.6826853321794666
8,ACH-000148,ACH-000028,0.7640288890304306
9,ACH-000148,ACH-000097,0.7956221863870694
10,ACH-000223,ACH-000017,0.7526342490473381
11,ACH-000223,ACH-000019,0.6779684316558084
12,ACH-000223,ACH-000028,0.7570771611830001
13,ACH-000223,ACH-000097,0.7809776527320429
14,ACH-000223,ACH-000148,0.7879286180362137
15,ACH-000248,ACH-000017,0.7573316950731865
16,ACH-000248,ACH-000019,0.6521430155419109
17,ACH-000248,ACH-000028,0.7282514328913221
18,ACH-000248,ACH-000097,0.7395810039839223
19,ACH-000248,ACH-000148,0.7318887898235591
20,ACH-000248,ACH-000223,0.738561648569277
21,ACH-000258,ACH-000017,0.6109343086488949
22,ACH-000258,ACH-000019,0.5479984170249087
23,ACH-000258,ACH-000028,0.6110360835851597
24,ACH-000258,ACH-000097,0.6399914973046613
25,ACH-000258,ACH-000148,0.6456074738257676
26,ACH-000258,ACH-000223,0.6497152358508539
27,ACH-000258,ACH-000248,0.5933273914931281
28,ACH-000277,ACH-000017,0.7156844191525079
29,ACH-000277,ACH-000019,0.640584120348534
30,ACH-000277,ACH-000028,0.7032740283051326
31,ACH-000277,ACH-000097,0.7332178705904219
32,ACH-000277,ACH-000148,0.7335627352359256
33,ACH-000277,ACH-000223,0.7281333653645234
34,ACH-000277,ACH-000248,0.6911239975096892
35,ACH-000277,ACH-000258,0.5934571982141071
36,ACH-000288,ACH-000017,0.73624211621657
37,ACH-000288,ACH-000019,0.6634549973638385
38,ACH-000288,ACH-000028,0.7306433753917706
39,ACH-000288,ACH-000097,0.7779899815576714
40,ACH-000288,ACH-000148,0.812522569453042
41,ACH-000288,ACH-000223,0.7640388610862212
42,ACH-000288,ACH-000248,0.7204164776346914
43,ACH-000288,ACH-000258,0.6208514058116844
44,ACH-000288,ACH-000277,0.7072765151368978
45,ACH-000330,ACH-000017,0.704417162842104
46,ACH-000330,ACH-000019,0.6439578990091669
47,ACH-000330,ACH-000028,0.7193676013694402
48,ACH-000330,ACH-000097,0.7380158115021304
49,ACH-000330,ACH-000148,0.7183599412056739
50,ACH-000330,ACH-000223,0.7222444386109145
51,ACH-000330,ACH-000248,0.6971190994582002
52,ACH-000330,ACH-000258,0.5850777821400502
53,ACH-000330,ACH-000277,0.6583473621584064
54,ACH-000330,ACH-000288,0.7031341937459409
55,ACH-000352,ACH-000017,0.7475848297183881
56,ACH-000352,ACH-000019,0.6882920593099913
57,ACH-000352,ACH-000028,0.7663695896633651
58,ACH-000352,ACH-000097,0.7940291119000401
59,ACH-000352,ACH-000148,0.7837666710035752
