,x,y,measure
0,ACH-000018,ACH-000011,0.6701578244055102
1,ACH-000142,ACH-000011,0.7137657268059892
2,ACH-000142,ACH-000018,0.7003469681622242
3,ACH-000473,ACH-000011,0.6848936391425409
4,ACH-000473,ACH-000018,0.668500656229909
5,ACH-000473,ACH-000142,0.7205224851499885
6,ACH-000486,ACH-000011,0.7498937295331027
7,ACH-000486,ACH-000018,0.7212231465985856
8,ACH-000486,ACH-000142,0.7720280788063071
9,ACH-000486,ACH-000473,0.7306334630636533
10,ACH-000522,ACH-000011,0.7336891626138394
11,ACH-000522,ACH-000018,0.7174633699805198
12,ACH-000522,ACH-000142,0.7543429792298001
13,ACH-000522,ACH-000473,0.7165770204770712
14,ACH-000522,ACH-000486,0.7841480229529775
15,ACH-000545,ACH-000011,0.721862781978167
16,ACH-000545,ACH-000018,0.7223909326751619
17,ACH-000545,ACH-000142,0.763025483571557
18,ACH-000545,ACH-000473,0.7194654464916467
19,ACH-000545,ACH-000486,0.7926174944326403
20,ACH-000545,ACH-000522,0.7935546740849303
21,ACH-000547,ACH-000011,0.6262371199314501
22,ACH-000547,ACH-000018,0.6153229182348346
23,ACH-000547,ACH-000142,0.6438491707756143
24,ACH-000547,ACH-000473,0.6310004445962817
25,ACH-000547,ACH-000486,0.6817441404277399
26,ACH-000547,ACH-000522,0.6629323698600367
27,ACH-000547,ACH-000545,0.6609459432685939
28,ACH-000593,ACH-000011,0.7198551703552991
29,ACH-000593,ACH-000018,0.7130010833670852
30,ACH-000593,ACH-000142,0.7751246654090923
31,ACH-000593,ACH-000473,0.7298043268958034
32,ACH-000593,ACH-000486,0.7665079976244162
33,ACH-000593,ACH-000522,0.7749367974471179
34,ACH-000593,ACH-000545,0.7684045783398634
35,ACH-000593,ACH-000547,0.6533732852468431
36,ACH-000720,ACH-000011,0.7429079901936749
37,ACH-000720,ACH-000018,0.7337970405706052
38,ACH-000720,ACH-000142,0.7810368943235791
39,ACH-000720,ACH-000473,0.7474230755470072
40,ACH-000720,ACH-000486,0.8013642582854914
41,ACH-000720,ACH-000522,0.7867401457692168
42,ACH-000720,ACH-000545,0.7875487773039297
43,ACH-000720,ACH-000547,0.6732525953996702
44,ACH-000720,ACH-000593,0.7935392269726144
45,ACH-000724,ACH-000011,0.6313046893001051
46,ACH-000724,ACH-000018,0.6149500721703767
47,ACH-000724,ACH-000142,0.65417304915838
48,ACH-000724,ACH-000473,0.6459264011119736
49,ACH-000724,ACH-000486,0.6648765160744179
50,ACH-000724,ACH-000522,0.6575050806520589
51,ACH-000724,ACH-000545,0.6520531117192313
52,ACH-000724,ACH-000547,0.5773661309334546
53,ACH-000724,ACH-000593,0.6588500140062757
54,ACH-000724,ACH-000720,0.6746636328162522
55,ACH-000753,ACH-000011,0.7358938321350608
56,ACH-000753,ACH-000018,0.7228773405577289
57,ACH-000753,ACH-000142,0.7654534962540908
58,ACH-000753,ACH-000473,0.7411038696893888
