,x,y,measure
0,ACH-000040,ACH-000036,0.7422785608483529
1,ACH-000055,ACH-000036,0.6880337286661884
2,ACH-000055,ACH-000040,0.6977811401874743
3,ACH-000067,ACH-000036,0.7320825271169452
4,ACH-000067,ACH-000040,0.7331051913530059
5,ACH-000067,ACH-000055,0.6770685935852369
6,ACH-000075,ACH-000036,0.6770678758443108
7,ACH-000075,ACH-000040,0.6832859285672149
8,ACH-000075,ACH-000055,0.6467285837361414
9,ACH-000075,ACH-000067,0.6608912779507518
10,ACH-000095,ACH-000036,0.7649606403287053
11,ACH-000095,ACH-000040,0.7620322607151842
12,ACH-000095,ACH-000055,0.7296662590259893
13,ACH-000095,ACH-000067,0.7445515432481115
14,ACH-000095,ACH-000075,0.6919081469681462
15,ACH-000098,ACH-000036,0.7451179978448907
16,ACH-000098,ACH-000040,0.74724476030334
17,ACH-000098,ACH-000055,0.7042607982763748
18,ACH-000098,ACH-000067,0.7466135559094232
19,ACH-000098,ACH-000075,0.6824411264190825
20,ACH-000098,ACH-000095,0.7773739430694311
21,ACH-000215,ACH-000036,0.7851640400113361
22,ACH-000215,ACH-000040,0.787586443391864
23,ACH-000215,ACH-000055,0.7428255668516759
24,ACH-000215,ACH-000067,0.7696183229256095
25,ACH-000215,ACH-000075,0.7148960155470926
26,ACH-000215,ACH-000095,0.8062384841193104
27,ACH-000215,ACH-000098,0.7861170415028799
28,ACH-000137,ACH-000036,0.6952554516542673
29,ACH-000137,ACH-000040,0.6984518863120329
30,ACH-000137,ACH-000055,0.6762120051159868
31,ACH-000137,ACH-000067,0.6959629333204571
32,ACH-000137,ACH-000075,0.6657938778128424
33,ACH-000137,ACH-000095,0.7259217914380649
34,ACH-000137,ACH-000098,0.7283601499548386
35,ACH-000137,ACH-000215,0.7537535767723385
36,ACH-000152,ACH-000036,0.7516521175404437
37,ACH-000152,ACH-000040,0.7567686119376112
38,ACH-000152,ACH-000055,0.7140039320786961
39,ACH-000152,ACH-000067,0.7512760190197504
40,ACH-000152,ACH-000075,0.690782265543727
41,ACH-000152,ACH-000095,0.7688665911960579
42,ACH-000152,ACH-000098,0.7551299001089026
43,ACH-000152,ACH-000215,0.7980587297077947
44,ACH-000152,ACH-000137,0.7251118933096032
45,ACH-000490,ACH-000036,0.7496041514120411
46,ACH-000490,ACH-000040,0.7432491738414527
47,ACH-000490,ACH-000055,0.7263917545867971
48,ACH-000490,ACH-000067,0.7301820243439986
49,ACH-000490,ACH-000075,0.6934135035253447
50,ACH-000490,ACH-000095,0.7692483146055894
51,ACH-000490,ACH-000098,0.7566041404302335
52,ACH-000490,ACH-000215,0.8019128629603849
53,ACH-000490,ACH-000137,0.7291358189745616
54,ACH-000490,ACH-000152,0.7660979571740641
55,ACH-000200,ACH-000036,0.6620741264007612
56,ACH-000200,ACH-000040,0.6469105842315921
57,ACH-000200,ACH-000055,0.6106477260495746
58,ACH-000200,ACH-000067,0.6483174281274711
59,ACH-000200,ACH-000075,0.6080544300320517
60,ACH-000200,ACH-000095,0.6685808833127425
61,ACH-000200,ACH-000098,0.6535165566068838
62,ACH-000200,ACH-000215,0.7018022235395349
63,ACH-000200,ACH-000137,0.6367272359442755
64,ACH-000200,ACH-000152,0.6634057681483706
65,ACH-000200,ACH-000490,0.6597084087173026
66,ACH-000591,ACH-000036,0.7016894125593779
67,ACH-000591,ACH-000040,0.6989452795792691
68,ACH-000591,ACH-000055,0.6594594602776157
69,ACH-000591,ACH-000067,0.7035766156877705
70,ACH-000591,ACH-000075,0.6313662897020199
71,ACH-000591,ACH-000095,0.7112735295567894
72,ACH-000591,ACH-000098,0.6898427551913922
73,ACH-000591,ACH-000215,0.7388607712384605
74,ACH-000591,ACH-000137,0.6784012567402026
75,ACH-000591,ACH-000152,0.7244817575437161
76,ACH-000591,ACH-000490,0.7078558943930365
77,ACH-000591,ACH-000200,0.6291675425888344
78,ACH-000211,ACH-000036,0.772819305300573
79,ACH-000211,ACH-000040,0.7656182553419131
