,ACH-000013,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000256,ACH-000278,ACH-000280,ACH-000291,ACH-000308,ACH-000324,ACH-000460,ACH-000520,ACH-000524,ACH-000527,ACH-000542,ACH-000584,ACH-000608,ACH-000646,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000701,ACH-000713,ACH-000796,ACH-000811,ACH-001278,ACH-000885,ACH-000906,ACH-000936,ACH-000947,ACH-001048,ACH-001151,ACH-001340,ACH-001369,ACH-001374
ACH-000796,0.7705799417303387,0.7832251210010402,0.7720552816482238,0.7217038737232472,0.7629889567566184,0.7060969705722485,0.7395238051559616,0.7522153882752598,0.7725084893133131,0.8025126541249736,0.7916710085239094,0.7950602996172275,0.731727671715042,0.776983745696069,0.8152864684058521,0.8058660503142642,0.7773390489726512,0.768644440582681,0.6674878857719823,0.8176708171656499,0.720150284873856,0.7130827795641435,0.8142368203717629,0.7291085375828925,0.7036979884345219,1.0,0.784242664245928,0.7229238231765979,0.7637439824413733,0.8118965812705979,0.7367591004757055,0.7968754490286997,0.7818125428456408,0.8037743108234638,0.7971670895903168,0.6652111439729471,0.5968769566213933
ACH-000811,0.7978837050004775,0.7809136095292504,0.7887634887460321,0.7352405280893912,0.795932952413567,0.7408110449476099,0.7602101100742514,0.7812357774933772,0.792448797430107,0.8068195256003547,0.8020721293755628,0.7887352274332877,0.7528915308283317,0.797492632831233,0.8335078493509906,0.8196658658198546,0.7903210902703363,0.7986197881858237,0.6779268206924606,0.8358721459823234,0.7315265498507654,0.7431868619192395,0.8301958809032858,0.7390360912433562,0.7190757498170438,0.784242664245928,1.0,0.7384132804268452,0.7689675966667612,0.8201553851011143,0.7611382029835105,0.8065686431398904,0.8077939049391412,0.814313818145159,0.813434309875165,0.682213402170473,0.6091328866297928
ACH-001278,0.7464951280086283,0.7359296275475571,0.7433312997747611,0.694921244650476,0.7177589349916588,0.6854923246802527,0.6987713304413098,0.7154841376049424,0.726487796722326,0.7482493823123809,0.7266745007449374,0.7334483010120297,0.6889514887882441,0.7358106537850088,0.7668078687233744,0.7473081852732221,0.7384984743285666,0.724160143247206,0.643333653539198,0.7798992486042701,0.6808796237396341,0.6727630673127559,0.7689626885132264,0.6738470785439964,0.674888331896209,0.7229238231765979,0.7384132804268452,1.0,0.715765129977323,0.7528384052514744,0.7093919850792355,0.7527830837041621,0.740518321198256,0.7433882937967807,0.7446508483410187,0.6286067998469793,0.569481237118734
ACH-000885,0.7605991156888751,0.76149715898681,0.7904756446724209,0.7285316162967175,0.750900159964528,0.7005794630606536,0.7319584721904291,0.7425042152294693,0.7480547947059812,0.7841054078155293,0.7944778260710753,0.7819663681841201,0.7070091142968151,0.7819123579301669,0.8022698620296917,0.783786685817526,0.7609869646422001,0.7315715920455298,0.6493195133616937,0.811803984381183,0.7157557469198739,0.7080724291617125,0.7918682012000962,0.7119842435100548,0.6884536204934449,0.7637439824413733,0.7689675966667612,0.715765129977323,1.0,0.8009592403555176,0.7369912163798897,0.7988369876710748,0.7687727177124806,0.779448002716529,0.7688578190242585,0.6482220282944878,0.5916849394367739
ACH-000906,0.814739838011072,0.8138353075855067,0.8271792694737524,0.7613362899159023,0.8102014219130523,0.7486021391209688,0.7815837667970175,0.7872338319482424,0.8032553156720931,0.834781279449453,0.8293758026804616,0.8243338566688406,0.7592993490787194,0.8376388752466623,0.8477195269178369,0.8531620957430711,0.8189973915597769,0.799162124443583,0.6812864194612098,0.8526971953172753,0.7622189838460123,0.738014815020572,0.8563255224556735,0.7495994361440187,0.7364219969538263,0.8118965812705979,0.8201553851011143,0.7528384052514744,0.8009592403555176,1.0,0.7785237758498237,0.8404035914748136,0.8115911313066191,0.8316498485786528,0.8175868361679673,0.6900037133664423,0.6124906834681867
ACH-000936,0.7800677517086587,0.7508085159491669,0.7598055188565915,0.7182088182393178,0.7397572915391448,0.7043110413421638,0.7078183358400679,0.7401769107939922,0.7517441255428381,0.7812967798106545,0.7522115111391047,0.7700578784212262,0.7153544911715689,0.7492824088993334,0.7782881959478338,0.7717313680787842,0.7701552418122624,0.739193864000875,0.6455434982796073,0.80760719596258,0.7082322949002022,0.6699622775506172,0.7959274343699377,0.6921017473230983,0.7319385636495273,0.7367591004757055,0.7611382029835105,0.7093919850792355,0.7369912163798897,0.7785237758498237,1.0,0.7764592341604294,0.7685619409520873,0.7749053265922056,0.770778430227236,0.6486814824647879,0.577522474222159
ACH-000947,0.8000327550759949,0.8042747163895674,0.8099722117529242,0.7501786500928926,0.7902541799520076,0.7345617654221511,0.7650185924310043,0.7702600352028562,0.7912990864635094,0.8219410078902798,0.8064899751063852,0.8013861045550086,0.7406568964106744,0.7979720739698698,0.8417873697531624,0.8216241931467326,0.810775721696711,0.7781392217485785,0.6826546539708567,0.8511899775878686,0.7314762437268453,0.7256959386125575,0.8396814494248322,0.7435460544038283,0.7198173392046409,0.7968754490286997,0.8065686431398904,0.7527830837041621,0.7988369876710748,0.8404035914748136,0.7764592341604294,1.0,0.7930413522003938,0.8153461038214916,0.8026861060815814,0.673530325326299,0.6156786455860739
ACH-001048,0.8012162312853806,0.7839079871449711,0.7825350513193192,0.7428361064594131,0.7800839430148894,0.7394454743932115,0.7640725764808471,0.77315880348442,0.7839610179581414,0.8103232340961978,0.7910093936370068,0.7997796272931232,0.7384811273968784,0.7967048918897363,0.8169974178368626,0.8088303658057988,0.7956650764208761,0.7871373782328014,0.6725720090281994,0.8368011986550075,0.7313200678033951,0.7246624876239884,0.8256528254440999,0.7244877840679353,0.7236434412433546,0.7818125428456408,0.8077939049391412,0.740518321198256,0.7687727177124806,0.8115911313066191,0.7685619409520873,0.7930413522003938,1.0,0.808397859697989,0.808305008700833,0.6814329330403263,0.6093152040580605
ACH-001151,0.8084350420016324,0.8027883271912881,0.7880834203982789,0.7651794155425445,0.8010681601431989,0.7377453346335683,0.7702617196890703,0.774074940846231,0.795734695023243,0.8404309413898582,0.8065720163219813,0.8053201085276604,0.7549205768680739,0.8071137425874324,0.8387916869693828,0.8262543306316428,0.8073049205878086,0.7881177089823046,0.6698589603033785,0.8416157842796125,0.738685749911898,0.7263130748002854,0.8411408049469565,0.738513660624774,0.7329677487435795,0.8037743108234638,0.814313818145159,0.7433882937967807,0.779448002716529,0.8316498485786528,0.7749053265922056,0.8153461038214916,0.808397859697989,1.0,0.8233252937190236,0.6818942409783668,0.6195792839353178
ACH-001340,0.826098747955731,0.8219542569415125,0.7833511443716462,0.7628658945220887,0.8015125635295279,0.7664692335791693,0.7748510879447207,0.7719831438699454,0.7978924364141566,0.8361653023084029,0.8063402815274753,0.8122490232011051,0.7724983821037222,0.8155529665214265,0.8433281609097188,0.812728632321583,0.8138305997090739,0.7983684279741154,0.6849052757310974,0.8505448217666425,0.7363695746964101,0.7232505376629085,0.8556718431115812,0.727339771780708,0.7523961528955103,0.7971670895903168,0.813434309875165,0.7446508483410187,0.7688578190242585,0.8175868361679673,0.770778430227236,0.8026861060815814,0.808305008700833,0.8233252937190236,1.0,0.7000909995995218,0.6196846250195645
ACH-001369,0.6796300625645502,0.6767612015293041,0.661095152662534,0.6455618158107876,0.6782959941114451,0.6376967621829625,0.6614757974390922,0.656784016111114,0.6792238839392827,0.6823824674167203,0.6646379767918578,0.6799824782451351,0.6636059335914439,0.6696229605867208,0.6996279285577119,0.6946319076632601,0.6771704965410681,0.6543138086017065,0.5850761150134237,0.7068032025143453,0.6248919403773117,0.6316152620490001,0.7159120212819022,0.6195160441786932,0.6428012220817195,0.6652111439729471,0.682213402170473,0.6286067998469793,0.6482220282944878,0.6900037133664423,0.6486814824647879,0.673530325326299,0.6814329330403263,0.6818942409783668,0.7000909995995218,1.0,0.5235907855190849
ACH-001374,0.602479582530887,0.6030850468293185,0.5906410668314809,0.5717793433138704,0.6009755492229679,0.5708231777630449,0.5860469210621345,0.5952638444207793,0.5936848125365779,0.6162586950657427,0.6052270969431585,0.598325674312191,0.5805598982310092,0.6100970903754068,0.6295010476731546,0.6222534998055655,0.6073846878431818,0.6005461790074074,0.5164436588250494,0.6360878156760642,0.5609761179642574,0.5584759793426414,0.6296561827063385,0.5602698700490812,0.5525172724613285,0.5968769566213933,0.6091328866297928,0.569481237118734,0.5916849394367739,0.6124906834681867,0.577522474222159,0.6156786455860739,0.6093152040580605,0.6195792839353178,0.6196846250195645,0.5235907855190849,1.0
