,ACH-000014,ACH-000274,ACH-000304,ACH-000322,ACH-000348,ACH-000401,ACH-000404,ACH-000425,ACH-000450,ACH-000458,ACH-000477,ACH-000550,ACH-000580,ACH-000614,ACH-000632,ACH-000661,ACH-000765,ACH-000788,ACH-000799,ACH-000801,ACH-000805,ACH-000810,ACH-000822,ACH-000827,ACH-000881,ACH-000882,ACH-000884,ACH-000899,ACH-000915,ACH-000968,ACH-001190,ACH-001239,ACH-001328,ACH-001522,ACH-001523,ACH-001524,ACH-001550,ACH-001552,ACH-001563,ACH-001566,ACH-001568,ACH-001645
ACH-000477,0.6249474311675342,0.6515343889007429,0.5749800864570531,0.606457832878673,0.6620832259993857,0.6180896499070979,0.5662824468000583,0.6887902866446588,0.5953898495028778,0.6498808304502673,1.0,0.6140182774938973,0.6259564767577566,0.6186731080464958,0.6788325056264316,0.6546243405332931,0.6635822728211915,0.698931106522416,0.6204721264649498,0.6292492230275715,0.6401369593103288,0.553805551685249,0.6534812462093215,0.6949180491141357,0.6704948766931977,0.6718464964775012,0.6717603987141171,0.5871763519190599,0.6479437480482141,0.6542090053683146,0.6427705698841983,0.6720940830562085,0.6586900116553788,0.6467203110908349,0.6526757492385338,0.6650467724786401,0.617086819403661,0.6156670535559792,0.645956303443082,0.6482121384461693,0.6702645109184706,0.6491091642108864
ACH-000550,0.7042291017185127,0.7564292690100317,0.6159876995899595,0.6953217852042364,0.7503470654631625,0.665664361421632,0.6077191226265773,0.7466135975927746,0.635302162833223,0.7135184599838362,0.6140182774938973,1.0,0.6556416951080554,0.666264403308828,0.7533718836504666,0.6772555292565642,0.7027030460103685,0.7790675575028784,0.6890700429065053,0.668314918600219,0.6698990149362852,0.5894268934114345,0.6920867095337049,0.7611024471939938,0.7383280837195505,0.7292499360010294,0.7443652184556753,0.6399793093577417,0.7258448989185786,0.6975705505015428,0.7105842113033496,0.7573073818517968,0.7428183323089725,0.6932055419087878,0.736929292038971,0.7280042890554432,0.682128369465157,0.6644816386689514,0.7107874356676583,0.6921830382902245,0.7366757560829846,0.6989384559921898
ACH-000580,0.6524458274390638,0.6804932426159551,0.6025333026678609,0.6508418590784786,0.6996954109728889,0.6382738159415116,0.5927999218246769,0.7230375074947982,0.6138273579134079,0.6705459795545571,0.6259564767577566,0.6556416951080554,1.0,0.65214458592886,0.7022724328911718,0.6723921252316821,0.6724840803313793,0.7426346008297446,0.6532325152860226,0.6566889945913679,0.6577099203882045,0.5674205412645194,0.680875055769725,0.7359239292560805,0.7061284362106378,0.7031180477081141,0.6955081263581471,0.6321020626692593,0.6762648039647429,0.6780534882935826,0.6698174391285252,0.6981199975282253,0.6823542165173705,0.6778786486523686,0.6821187027989916,0.6999248119347325,0.64123814667581,0.6326759658577691,0.684609773514988,0.682936662938413,0.6921807444510915,0.6795374034594187
ACH-000614,0.6551482451842383,0.678734971521599,0.600303789590753,0.6459886771826336,0.6857773080461966,0.6212890367615456,0.5895309793119338,0.7141379412530442,0.6051313467796647,0.6526754202747256,0.6186731080464958,0.666264403308828,0.65214458592886,1.0,0.6990188577316793,0.6745151565618502,0.6827712724282695,0.7281560590036826,0.6475094992731111,0.6435811725502006,0.6532373803664682,0.571872787018887,0.6694037741566198,0.7114902682088625,0.6979222746529046,0.7005403623108878,0.6898461659592733,0.6267077171527136,0.6767746204475633,0.6665741616377133,0.6560365290508418,0.7045828276316595,0.6760325800873613,0.6631278871977071,0.6721194793111365,0.6696740411479828,0.6349660078943731,0.614645470247093,0.668421711554661,0.6649675108050079,0.6870239317936072,0.6687229319401623
ACH-000632,0.7367392791438083,0.789165508114154,0.6505638269652243,0.7124346665026082,0.7900013141098887,0.7128995921455878,0.6417985924696119,0.7946516420770393,0.6766641994551378,0.764146583717037,0.6788325056264316,0.7533718836504666,0.7022724328911718,0.6990188577316793,1.0,0.733073134764952,0.7674187958752584,0.8490646969396148,0.7078427660862464,0.7146285293384882,0.7254817381957687,0.621642681709339,0.7408897044885898,0.8134997761069965,0.7827340566571205,0.7813048564730889,0.7865390915761781,0.680009453482101,0.7664917979164837,0.74870174346057,0.7710481535116627,0.7927777479967384,0.7974657802039544,0.7465378998807828,0.7790899534859321,0.7853233337809054,0.7258357460137601,0.707139347100588,0.7445779985287657,0.7421841832059685,0.7824246860603977,0.7409718759684266
ACH-000661,0.6650842606344947,0.7046652675622115,0.6125934409894855,0.6718841354061971,0.7302002479090941,0.6670629902182493,0.6154436661262724,0.7388754437844905,0.6445794612724403,0.7130133403694986,0.6546243405332931,0.6772555292565642,0.6723921252316821,0.6745151565618502,0.733073134764952,1.0,0.7199374941154495,0.7716929043791845,0.6763200019156218,0.6817031271673908,0.6818026739264034,0.5884239590610651,0.7339361077664486,0.7628272719089078,0.7363366576706513,0.7350447088708925,0.7253040330456157,0.6438690687734435,0.7129796905268722,0.7050619857846901,0.6920495128302373,0.7173087293669114,0.7294178378565431,0.7019150202081839,0.7248532566809723,0.7316794293874573,0.679924581098283,0.6616229762953342,0.7075879066342511,0.7091835129439213,0.7230130823224578,0.7033993120050153
ACH-000765,0.6786279999366664,0.7158824064376876,0.6243531201073094,0.6721391732886602,0.7494083933230699,0.6821781797497427,0.6211379735129119,0.7505636854434967,0.6468581018337097,0.7216742787628322,0.6635822728211915,0.7027030460103685,0.6724840803313793,0.6827712724282695,0.7674187958752584,0.7199374941154495,1.0,0.7858999225733128,0.6737169336841915,0.6910762009582401,0.697041635146153,0.605882398892898,0.7229780204022768,0.7645001564472031,0.7469318941776735,0.7534951637532911,0.7495679416451988,0.6451674116561865,0.719609203689995,0.7426346174598554,0.7214320246756447,0.7434668718373406,0.7401033734872944,0.7119416237068837,0.7326108242755112,0.733672355226179,0.6996151204595615,0.6818678760920617,0.6931890579989051,0.7102550516082272,0.7480322497745028,0.7196317711264882
ACH-000788,0.7632283012095638,0.8091470449362405,0.6672308297000621,0.7406478511356439,0.826261501981076,0.7359714765097515,0.663695856248368,0.8381241168941067,0.6928378691631827,0.7864017165365548,0.698931106522416,0.7790675575028784,0.7426346008297446,0.7281560590036826,0.8490646969396148,0.7716929043791845,0.7858999225733128,1.0,0.7519062871939485,0.7492345284283788,0.7534219081014416,0.6339300944385521,0.7952758605224,0.8617932239297452,0.8265883756908652,0.8204689664288215,0.8232821627375361,0.7181829868509361,0.7966670806662729,0.7827977107897969,0.7858557984598525,0.8164342195155873,0.8200223171274615,0.7788619249002227,0.8103461677671709,0.8362506441011712,0.7621799993618642,0.7390126590551327,0.7852628866612109,0.7914690228300398,0.814717935035188,0.7833878150958247
ACH-000799,0.6600812205122935,0.7066710960554667,0.6045806668609108,0.7203805548475287,0.7220266630918581,0.6394414989673163,0.5959183929317787,0.7483307010869279,0.6060399227735095,0.6851384221685961,0.6204721264649498,0.6890700429065053,0.6532325152860226,0.6475094992731111,0.7078427660862464,0.6763200019156218,0.6737169336841915,0.7519062871939485,1.0,0.6529225130748314,0.6689915332094548,0.5693606010368938,0.6947247337604365,0.7474086523829315,0.7334109147479425,0.7176471817335676,0.6990382616803769,0.6371888190415338,0.6937353093635757,0.6864330763113017,0.7000254572813415,0.7030144810810286,0.7112373299833867,0.700266306591739,0.7142073766658015,0.7086054361796778,0.6671898716918684,0.6398810196302332,0.7222949292216674,0.6965808946799225,0.7132336971841452,0.6959417599251103
ACH-000801,0.6591811635487737,0.6969222499407873,0.5974043562911575,0.653558953069827,0.7118828355077089,0.6503248783553075,0.5932850278898382,0.7247066934872438,0.6264493652573188,0.6892049952156944,0.6292492230275715,0.668314918600219,0.6566889945913679,0.6435811725502006,0.7146285293384882,0.6817031271673908,0.6910762009582401,0.7492345284283788,0.6529225130748314,1.0,0.6626688104743816,0.5783534632335898,0.6950615813673598,0.7363975700437918,0.7094359460665567,0.7131637318569618,0.7111102330978879,0.6283368138095633,0.6927776371154155,0.6891932770228141,0.6860200614218402,0.7058181302667093,0.7115170959484103,0.6863540750377964,0.7024370622042346,0.7092436669217387,0.6515371206089392,0.6487166068369581,0.6956644979416801,0.6994994082009436,0.7064328447110912,0.6796693575388042
ACH-000805,0.6707376349275203,0.6918860778040355,0.6110341939815029,0.6551480379005299,0.7139568842255294,0.6502799191126175,0.5972054639774931,0.7420506120430975,0.6245475190700572,0.6953545980134785,0.6401369593103288,0.6698990149362852,0.6577099203882045,0.6532373803664682,0.7254817381957687,0.6818026739264034,0.697041635146153,0.7534219081014416,0.6689915332094548,0.6626688104743816,1.0,0.5725793356416276,0.7060805295134813,0.7475998700107128,0.7172710692197033,0.717956885358311,0.71008769471768,0.6335549674648558,0.6863151885937607,0.6917734974249319,0.6950320977974268,0.7170331549443042,0.7117152662790909,0.691837832282291,0.7056059162663474,0.7081225628813274,0.6649412263451753,0.6504696958153281,0.6857360965991233,0.6945505052431872,0.7137338361994746,0.6902431833326886
ACH-000810,0.5711221744029323,0.6022272435115799,0.5315129642195638,0.5762857244052119,0.6172974443689008,0.564720212909398,0.5267552790273274,0.6120405428258511,0.5475905491314216,0.5950077431102059,0.553805551685249,0.5894268934114345,0.5674205412645194,0.571872787018887,0.621642681709339,0.5884239590610651,0.605882398892898,0.6339300944385521,0.5693606010368938,0.5783534632335898,0.5725793356416276,1.0,0.5839617535649685,0.6335979737278463,0.6153281282394705,0.6175314722790686,0.6111936280402477,0.5465810481345638,0.6010442175352736,0.5942126711190413,0.5978713541188413,0.6042409281825575,0.6104509561893173,0.5865295863179489,0.5974010541617106,0.611229198877317,0.5615849291922155,0.5563453592386784,0.5988884222063776,0.5865063390448859,0.6209309259698693,0.5919432141850217
ACH-000822,0.6683077515240468,0.7242621376718804,0.6143471211977951,0.668501877555062,0.7538642722444531,0.6763942895210573,0.6207296678308077,0.7492670326864406,0.6398425658110668,0.7262817786705694,0.6534812462093215,0.6920867095337049,0.680875055769725,0.6694037741566198,0.7408897044885898,0.7339361077664486,0.7229780204022768,0.7952758605224,0.6947247337604365,0.6950615813673598,0.7060805295134813,0.5839617535649685,1.0,0.7821947220665395,0.7484449662497829,0.7430734322775326,0.7367128708996301,0.6496292035542994,0.7216418782858978,0.7202701463913522,0.717752121039529,0.7172494061594973,0.7546617483528308,0.7286390413360622,0.7353387170240742,0.755234024356434,0.7061282250396586,0.6790106903816643,0.7230117236332476,0.7299528628202607,0.7397995936473635,0.7184271709998484
ACH-000827,0.7427403058492235,0.7973650333431216,0.6654627691970858,0.7385440160887425,0.8088402919309091,0.7285163862618581,0.6542289744373313,0.8217973673046948,0.6899147631191969,0.7855260695013673,0.6949180491141357,0.7611024471939938,0.7359239292560805,0.7114902682088625,0.8134997761069965,0.7628272719089078,0.7645001564472031,0.8617932239297452,0.7474086523829315,0.7363975700437918,0.7475998700107128,0.6335979737278463,0.7821947220665395,1.0,0.8117651843670929,0.8078254616859448,0.8076691706281766,0.6984309775247731,0.7765056570961029,0.7577660976655021,0.7737824189986596,0.8076153765207944,0.8091511589044862,0.7723994526421846,0.8027995523515149,0.8109069505733218,0.7466205510231859,0.7281642107117118,0.7951403777663149,0.7783380281817246,0.8013990834153045,0.781880732312315
ACH-000881,0.7206939043424617,0.7625761829597097,0.645517829379301,0.7104968326959026,0.7814315823324469,0.6932154914535774,0.6395916407332609,0.7918009812879856,0.6628310925053967,0.7486372275809086,0.6704948766931977,0.7383280837195505,0.7061284362106378,0.6979222746529046,0.7827340566571205,0.7363366576706513,0.7469318941776735,0.8265883756908652,0.7334109147479425,0.7094359460665567,0.7172710692197033,0.6153281282394705,0.7484449662497829,0.8117651843670929,1.0,0.7814616777073025,0.7773919219740034,0.6846815680542957,0.7538573521754667,0.7513026255298847,0.7377323594707498,0.7705525452066665,0.7707036783377685,0.7418552190792805,0.7667671873118437,0.7815691092461378,0.7308955387502295,0.6968724379225935,0.7586229747155283,0.752751435874681,0.7753524849516187,0.7427095318163245
ACH-000882,0.7233651835808762,0.7496542533992314,0.6402863836634398,0.7069099876805764,0.7731212838882395,0.6970835385520513,0.6438231921520225,0.7853470357523307,0.6644681468387927,0.7452902240396466,0.6718464964775012,0.7292499360010294,0.7031180477081141,0.7005403623108878,0.7813048564730889,0.7350447088708925,0.7534951637532911,0.8204689664288215,0.7176471817335676,0.7131637318569618,0.717956885358311,0.6175314722790686,0.7430734322775326,0.8078254616859448,0.7814616777073025,1.0,0.7735611777031182,0.6819653749535276,0.7578565655732088,0.7496241948784595,0.7435294749383432,0.7734216501085024,0.7683177686632016,0.7362777407384057,0.7664862363302688,0.7770651799661199,0.7190199368951504,0.6966718715097325,0.7448880596839593,0.7557484725312872,0.7729557554615188,0.7476595874217871
ACH-000884,0.7313751940936218,0.771995827132334,0.6411553704872122,0.7115544457687774,0.7801532647681699,0.6980667653661373,0.6289537887470688,0.7970280597124182,0.661779891698819,0.7533486871060804,0.6717603987141171,0.7443652184556753,0.6955081263581471,0.6898461659592733,0.7865390915761781,0.7253040330456157,0.7495679416451988,0.8232821627375361,0.6990382616803769,0.7111102330978879,0.71008769471768,0.6111936280402477,0.7367128708996301,0.8076691706281766,0.7773919219740034,0.7735611777031182,1.0,0.6668016866623029,0.7481245195134903,0.7423101690590952,0.7250061251233352,0.7834568239656512,0.7773069708382929,0.7313964122768798,0.7648266913748394,0.774110060689508,0.7169966037502087,0.7018794421298526,0.7314433175952336,0.735981719146822,0.7694321680543843,0.7401436411299996
ACH-000899,0.637717813533269,0.6575609488359696,0.580825782003107,0.6265463384419104,0.6803224989732212,0.618916895226776,0.572971012310312,0.6988034804113165,0.5842526822489813,0.6446867363788273,0.5871763519190599,0.6399793093577417,0.6321020626692593,0.6267077171527136,0.680009453482101,0.6438690687734435,0.6451674116561865,0.7181829868509361,0.6371888190415338,0.6283368138095633,0.6335549674648558,0.5465810481345638,0.6496292035542994,0.6984309775247731,0.6846815680542957,0.6819653749535276,0.6668016866623029,1.0,0.6572364348968961,0.6532114900218794,0.6464167881362334,0.6703518343984933,0.6640553628888621,0.650880107532372,0.6684964718502412,0.6767966717469746,0.6240741842093374,0.6112350044132188,0.6557347191546822,0.6544391032132798,0.6681253790167749,0.6452604688263017
ACH-000915,0.7006539148659372,0.7391443688105522,0.6205131189064316,0.6847108114432897,0.7553488791181027,0.675343974029273,0.6263205010966686,0.7599329397326638,0.6464172596798113,0.7244936184029723,0.6479437480482141,0.7258448989185786,0.6762648039647429,0.6767746204475633,0.7664917979164837,0.7129796905268722,0.719609203689995,0.7966670806662729,0.6937353093635757,0.6927776371154155,0.6863151885937607,0.6010442175352736,0.7216418782858978,0.7765056570961029,0.7538573521754667,0.7578565655732088,0.7481245195134903,0.6572364348968961,1.0,0.7280899174283405,0.7343010485799552,0.7487043042882422,0.7552733985772755,0.7141740132278378,0.7433227097730812,0.7494753571761321,0.7042353600302489,0.6745906100857413,0.7263521242621369,0.7210803791035268,0.7471342009967371,0.7145239725927006
ACH-000968,0.6768573378407331,0.7154334624986822,0.6126530195668276,0.6763249655386386,0.7364916535908068,0.6665565507997601,0.6146727817763791,0.748474296584292,0.6460472865635405,0.7134061918036138,0.6542090053683146,0.6975705505015428,0.6780534882935826,0.6665741616377133,0.74870174346057,0.7050619857846901,0.7426346174598554,0.7827977107897969,0.6864330763113017,0.6891932770228141,0.6917734974249319,0.5942126711190413,0.7202701463913522,0.7577660976655021,0.7513026255298847,0.7496241948784595,0.7423101690590952,0.6532114900218794,0.7280899174283405,1.0,0.7152228879001623,0.7258671376393124,0.7378490369067057,0.7168329645839474,0.7233621945208533,0.7425676529961365,0.6912221009869457,0.6743293990264434,0.7147234757334772,0.7262627687422331,0.7444696372916227,0.7080321059073456
ACH-001190,0.6867804692334255,0.724890199784974,0.6144047723434259,0.6845591884847496,0.7468126620179324,0.6691793974535806,0.6133785980360638,0.7533472749638156,0.6422914411950646,0.7328724291340709,0.6427705698841983,0.7105842113033496,0.6698174391285252,0.6560365290508418,0.7710481535116627,0.6920495128302373,0.7214320246756447,0.7858557984598525,0.7000254572813415,0.6860200614218402,0.6950320977974268,0.5978713541188413,0.717752121039529,0.7737824189986596,0.7377323594707498,0.7435294749383432,0.7250061251233352,0.6464167881362334,0.7343010485799552,0.7152228879001623,1.0,0.7242113147943033,0.7584089686412416,0.7030117209123001,0.735366516765523,0.7481925775701362,0.6945838000789177,0.6704787513962265,0.7225646146346569,0.7087788991018711,0.7390962576624296,0.7036988250296217
ACH-001239,0.745424883183397,0.7786305379742902,0.6712236448673272,0.7240461673286414,0.7805033873208093,0.692013790471519,0.6362084860084529,0.8091979151809616,0.6668687935106941,0.7403733831514527,0.6720940830562085,0.7573073818517968,0.6981199975282253,0.7045828276316595,0.7927777479967384,0.7173087293669114,0.7434668718373406,0.8164342195155873,0.7030144810810286,0.7058181302667093,0.7170331549443042,0.6042409281825575,0.7172494061594973,0.8076153765207944,0.7705525452066665,0.7734216501085024,0.7834568239656512,0.6703518343984933,0.7487043042882422,0.7258671376393124,0.7242113147943033,1.0,0.7519125350618078,0.7407225902510558,0.7713691114932997,0.7517410706786991,0.69624003842653,0.6847221857231792,0.73095214887824,0.7424525463576361,0.7714647151025877,0.7400912688599435
ACH-001328,0.7005252145994656,0.7760218386365065,0.6287057087260309,0.7021572119738263,0.7786462508317067,0.7006918683122996,0.6266881044733811,0.7672418277734806,0.667895225696251,0.7900561920404616,0.6586900116553788,0.7428183323089725,0.6823542165173705,0.6760325800873613,0.7974657802039544,0.7294178378565431,0.7401033734872944,0.8200223171274615,0.7112373299833867,0.7115170959484103,0.7117152662790909,0.6104509561893173,0.7546617483528308,0.8091511589044862,0.7707036783377685,0.7683177686632016,0.7773069708382929,0.6640553628888621,0.7552733985772755,0.7378490369067057,0.7584089686412416,0.7519125350618078,1.0,0.7310828407652453,0.795250312867544,0.8121443770237416,0.7372913075394036,0.7083764276746487,0.7422770204194367,0.7360664417866192,0.7697948792551265,0.7387757562499859
ACH-001522,0.6775931551879563,0.7312088081771588,0.6193009146978631,0.6739760300894454,0.7423668744117141,0.6721785840957307,0.6224773090168838,0.757289181620846,0.6379292589320243,0.7118666477821919,0.6467203110908349,0.6932055419087878,0.6778786486523686,0.6631278871977071,0.7465378998807828,0.7019150202081839,0.7119416237068837,0.7788619249002227,0.700266306591739,0.6863540750377964,0.691837832282291,0.5865295863179489,0.7286390413360622,0.7723994526421846,0.7418552190792805,0.7362777407384057,0.7313964122768798,0.650880107532372,0.7141740132278378,0.7168329645839474,0.7030117209123001,0.7407225902510558,0.7310828407652453,1.0,0.727130178727988,0.7386135201512605,0.737383782013112,0.6678386629851036,0.7204902491018643,0.7291578725510022,0.7314696037915953,0.7197157812746136
ACH-001523,0.7001803229050073,0.7623415466090856,0.6415602796583195,0.7106810508296392,0.7786164018530323,0.7024026321251273,0.6295053165008062,0.7719338677386821,0.6601984358198586,0.7731827130244223,0.6526757492385338,0.736929292038971,0.6821187027989916,0.6721194793111365,0.7790899534859321,0.7248532566809723,0.7326108242755112,0.8103461677671709,0.7142073766658015,0.7024370622042346,0.7056059162663474,0.5974010541617106,0.7353387170240742,0.8027995523515149,0.7667671873118437,0.7664862363302688,0.7648266913748394,0.6684964718502412,0.7433227097730812,0.7233621945208533,0.735366516765523,0.7713691114932997,0.795250312867544,0.727130178727988,1.0,0.7879304051044125,0.7285070619062208,0.7023912294366158,0.7414537194073465,0.7271819533330821,0.7623562658507828,0.7250996226782352
