,x,y,measure
0,ACH-000015,ACH-000012,0.7629706266838799
1,ACH-000021,ACH-000012,0.7716714003094411
2,ACH-000021,ACH-000015,0.7686805774519128
3,ACH-000030,ACH-000012,0.8079210126579178
4,ACH-000030,ACH-000015,0.7995922310256808
5,ACH-000030,ACH-000021,0.7825244689213596
6,ACH-000035,ACH-000012,0.7503505578575874
7,ACH-000035,ACH-000015,0.7333687244375161
8,ACH-000035,ACH-000021,0.7343318165633508
9,ACH-000035,ACH-000030,0.7678109650240798
10,ACH-000086,ACH-000012,0.7619753022912411
11,ACH-000086,ACH-000015,0.7544137050618501
12,ACH-000086,ACH-000021,0.740222668586863
13,ACH-000086,ACH-000030,0.7877450334601781
14,ACH-000086,ACH-000035,0.7107372355456808
15,ACH-000092,ACH-000012,0.7718276878294915
16,ACH-000092,ACH-000015,0.7623602073055356
17,ACH-000092,ACH-000021,0.7426923845330061
18,ACH-000092,ACH-000030,0.8019866643227289
19,ACH-000092,ACH-000035,0.7429937477194299
20,ACH-000092,ACH-000086,0.770349381798057
21,ACH-000150,ACH-000012,0.72061608071651
22,ACH-000150,ACH-000015,0.7110949793254345
23,ACH-000150,ACH-000021,0.6913423248830146
24,ACH-000150,ACH-000030,0.7069092341916189
25,ACH-000150,ACH-000035,0.6747568996316603
26,ACH-000150,ACH-000086,0.6884173900241063
27,ACH-000150,ACH-000092,0.7102139684632095
28,ACH-000153,ACH-000012,0.6467945710614079
29,ACH-000153,ACH-000015,0.6430167641276053
30,ACH-000153,ACH-000021,0.6295770904212458
31,ACH-000153,ACH-000030,0.6460737636276717
32,ACH-000153,ACH-000035,0.6061175685946476
33,ACH-000153,ACH-000086,0.6341472264517046
34,ACH-000153,ACH-000092,0.6303882970858469
35,ACH-000153,ACH-000150,0.5891784358096417
36,ACH-000187,ACH-000012,0.6900555475996495
37,ACH-000187,ACH-000015,0.6840199311951539
38,ACH-000187,ACH-000021,0.7016096385562337
39,ACH-000187,ACH-000030,0.7026510133593371
40,ACH-000187,ACH-000035,0.6348007810585088
41,ACH-000187,ACH-000086,0.6897533512528207
42,ACH-000187,ACH-000092,0.6976988620067602
43,ACH-000187,ACH-000150,0.6347093692004442
44,ACH-000187,ACH-000153,0.5928191229751467
45,ACH-000706,ACH-000012,0.7765122310248912
46,ACH-000706,ACH-000015,0.7823321174140483
47,ACH-000706,ACH-000021,0.7467934768886589
48,ACH-000706,ACH-000030,0.7895959114273342
49,ACH-000706,ACH-000035,0.7487065506212449
50,ACH-000706,ACH-000086,0.7540088617250846
51,ACH-000706,ACH-000092,0.7749837296873029
52,ACH-000706,ACH-000150,0.7238804057154601
53,ACH-000706,ACH-000153,0.6359233103493235
54,ACH-000706,ACH-000187,0.6859867762578915
55,ACH-000257,ACH-000012,0.6297033896851797
56,ACH-000257,ACH-000015,0.6086571468143296
57,ACH-000257,ACH-000021,0.6091214091433117
58,ACH-000257,ACH-000030,0.6318980362799932
59,ACH-000257,ACH-000035,0.6017483851113293
60,ACH-000257,ACH-000086,0.6181710821947582
61,ACH-000257,ACH-000092,0.6274843885272978
62,ACH-000257,ACH-000150,0.5727105438600291
63,ACH-000257,ACH-000153,0.5279512646098817
64,ACH-000257,ACH-000187,0.5991707370967512
65,ACH-000257,ACH-000706,0.6209030482031842
66,ACH-000261,ACH-000012,0.7879579300265435
67,ACH-000261,ACH-000015,0.7917353939596018
68,ACH-000261,ACH-000021,0.7810260660066468
69,ACH-000261,ACH-000030,0.8281191459115114
70,ACH-000261,ACH-000035,0.749940420755855
71,ACH-000261,ACH-000086,0.7808432541167795
72,ACH-000261,ACH-000092,0.7995093338502061
73,ACH-000261,ACH-000150,0.7204700152522644
74,ACH-000261,ACH-000153,0.6478053014024877
75,ACH-000261,ACH-000187,0.7194717661513818
76,ACH-000261,ACH-000706,0.7933726601358441
77,ACH-000261,ACH-000257,0.6445166601070956
78,ACH-000264,ACH-000012,0.7906229302708715
79,ACH-000264,ACH-000015,0.7603536558695398
80,ACH-000264,ACH-000021,0.7553984933293728
81,ACH-000264,ACH-000030,0.8006174604612121
82,ACH-000264,ACH-000035,0.7446390120148101
83,ACH-000264,ACH-000086,0.7583593327481211
84,ACH-000264,ACH-000092,0.7781848464980078
85,ACH-000264,ACH-000150,0.7157017701095991
86,ACH-000264,ACH-000153,0.6349292945278031
87,ACH-000264,ACH-000187,0.7033113929190428
88,ACH-000264,ACH-000706,0.7980929396073158
89,ACH-000264,ACH-000257,0.6293048926138619
90,ACH-000264,ACH-000261,0.8178706055945888
91,ACH-000861,ACH-000012,0.7693425333425611
92,ACH-000861,ACH-000015,0.7701157327277902
93,ACH-000861,ACH-000021,0.7635132063321186
94,ACH-000861,ACH-000030,0.7963318734178504
95,ACH-000861,ACH-000035,0.7210258666327691
96,ACH-000861,ACH-000086,0.7602770809029411
97,ACH-000861,ACH-000092,0.7545718497637748
98,ACH-000861,ACH-000150,0.6860389876346754
99,ACH-000861,ACH-000153,0.6377746141568453
100,ACH-000861,ACH-000187,0.6847224207639837
101,ACH-000861,ACH-000706,0.7416672283935996
102,ACH-000861,ACH-000257,0.6114953006282802
103,ACH-000861,ACH-000261,0.7731196282452197
104,ACH-000861,ACH-000264,0.7437797655269959
105,ACH-000290,ACH-000012,0.7936243353041539
106,ACH-000290,ACH-000015,0.7830920219939044
107,ACH-000290,ACH-000021,0.7609370531294648
108,ACH-000290,ACH-000030,0.8060122687096134
109,ACH-000290,ACH-000035,0.7476997169897052
110,ACH-000290,ACH-000086,0.7600378742376251
111,ACH-000290,ACH-000092,0.7962161759052047
112,ACH-000290,ACH-000150,0.7351427893248331
113,ACH-000290,ACH-000153,0.6394323991193549
114,ACH-000290,ACH-000187,0.7356555712058729
115,ACH-000290,ACH-000706,0.8014068025534494
116,ACH-000290,ACH-000257,0.6597953721300526
117,ACH-000290,ACH-000261,0.8261986811715805
118,ACH-000290,ACH-000264,0.8210665015379158
119,ACH-000290,ACH-000861,0.7501525522182948
120,ACH-000292,ACH-000012,0.7141977369734378
121,ACH-000292,ACH-000015,0.7489013375296955
122,ACH-000292,ACH-000021,0.7026896283043664
123,ACH-000292,ACH-000030,0.7429282618605836
124,ACH-000292,ACH-000035,0.7022822826409533
125,ACH-000292,ACH-000086,0.6967833396505191
126,ACH-000292,ACH-000092,0.6946436066092215
127,ACH-000292,ACH-000150,0.6818854609369492
128,ACH-000292,ACH-000153,0.6178428731750286
129,ACH-000292,ACH-000187,0.6172047543101776
130,ACH-000292,ACH-000706,0.7309829384449791
131,ACH-000292,ACH-000257,0.57003012617264
132,ACH-000292,ACH-000261,0.7273084890494924
133,ACH-000292,ACH-000264,0.7225728196423645
134,ACH-000292,ACH-000861,0.6956534454319278
135,ACH-000292,ACH-000290,0.721756417151203
136,ACH-000311,ACH-000012,0.7314779263583131
137,ACH-000311,ACH-000015,0.6976747116157966
138,ACH-000311,ACH-000021,0.7551209194429013
139,ACH-000311,ACH-000030,0.7427677587266115
140,ACH-000311,ACH-000035,0.6820570737142804
141,ACH-000311,ACH-000086,0.6874785591525174
142,ACH-000311,ACH-000092,0.7013215535431906
143,ACH-000311,ACH-000150,0.6442740379827562
144,ACH-000311,ACH-000153,0.6046285605644734
145,ACH-000311,ACH-000187,0.6563758293586749
146,ACH-000311,ACH-000706,0.7034644896676685
147,ACH-000311,ACH-000257,0.5916609419301491
148,ACH-000311,ACH-000261,0.7278635538673222
149,ACH-000311,ACH-000264,0.726213454359698
150,ACH-000311,ACH-000861,0.7242795522259936
151,ACH-000311,ACH-000290,0.7128625496648651
152,ACH-000311,ACH-000292,0.6477625126538653
153,ACH-000319,ACH-000012,0.7591681506473088
154,ACH-000319,ACH-000015,0.7534110366807683
155,ACH-000319,ACH-000021,0.7376499658545022
156,ACH-000319,ACH-000030,0.7751456884596731
157,ACH-000319,ACH-000035,0.7274250567968271
158,ACH-000319,ACH-000086,0.7393340975480932
159,ACH-000319,ACH-000092,0.7409774175153985
160,ACH-000319,ACH-000150,0.6955357655634602
161,ACH-000319,ACH-000153,0.624338497183707
162,ACH-000319,ACH-000187,0.6716403259622152
163,ACH-000319,ACH-000706,0.7544776806473394
164,ACH-000319,ACH-000257,0.6146460514924484
165,ACH-000319,ACH-000261,0.7806324107869114
166,ACH-000319,ACH-000264,0.7525562124384589
167,ACH-000319,ACH-000861,0.7319485470582655
168,ACH-000319,ACH-000290,0.7699796244029812
169,ACH-000319,ACH-000292,0.6957481353699944
170,ACH-000319,ACH-000311,0.6834086245627156
171,ACH-000331,ACH-000012,0.7634663128877399
172,ACH-000331,ACH-000015,0.7568863511594852
173,ACH-000331,ACH-000021,0.7407386433449821
174,ACH-000331,ACH-000030,0.777848185995422
175,ACH-000331,ACH-000035,0.7466173616749878
176,ACH-000331,ACH-000086,0.765971131354042
177,ACH-000331,ACH-000092,0.7954814483957454
178,ACH-000331,ACH-000150,0.7193224535359817
179,ACH-000331,ACH-000153,0.6212446031415033
180,ACH-000331,ACH-000187,0.6934703668842271
181,ACH-000331,ACH-000706,0.7761589005713319
182,ACH-000331,ACH-000257,0.6189981563292838
183,ACH-000331,ACH-000261,0.800775637045384
184,ACH-000331,ACH-000264,0.7806223132099628
185,ACH-000331,ACH-000861,0.7600627602511097
186,ACH-000331,ACH-000290,0.8040136599121537
187,ACH-000331,ACH-000292,0.6858730588467405
188,ACH-000331,ACH-000311,0.6971070952787022
189,ACH-000331,ACH-000319,0.7477105243988545
190,ACH-000335,ACH-000012,0.6903723520659314
191,ACH-000335,ACH-000015,0.6767315468636611
192,ACH-000335,ACH-000021,0.6702754196359122
193,ACH-000335,ACH-000030,0.7107125699048745
194,ACH-000335,ACH-000035,0.6487426312751541
195,ACH-000335,ACH-000086,0.6934177877899673
196,ACH-000335,ACH-000092,0.7002435246650256
197,ACH-000335,ACH-000150,0.6093117603723784
198,ACH-000335,ACH-000153,0.5778337334896354
199,ACH-000335,ACH-000187,0.6100186135508893
200,ACH-000335,ACH-000706,0.6767874169248768
201,ACH-000335,ACH-000257,0.5486825162474319
202,ACH-000335,ACH-000261,0.7082419439232378
203,ACH-000335,ACH-000264,0.6823225245458235
204,ACH-000335,ACH-000861,0.6766972190086278
205,ACH-000335,ACH-000290,0.6830966839123815
206,ACH-000335,ACH-000292,0.6201607569023964
207,ACH-000335,ACH-000311,0.6320171926907389
208,ACH-000335,ACH-000319,0.6744527322731497
209,ACH-000335,ACH-000331,0.697881254695057
210,ACH-000378,ACH-000012,0.707724455473396
211,ACH-000378,ACH-000015,0.7065196785989409
212,ACH-000378,ACH-000021,0.6819598158172057
213,ACH-000378,ACH-000030,0.72646276956197
214,ACH-000378,ACH-000035,0.6705680184241628
215,ACH-000378,ACH-000086,0.6990486562873988
216,ACH-000378,ACH-000092,0.6988838755635594
217,ACH-000378,ACH-000150,0.6646458911208237
218,ACH-000378,ACH-000153,0.5743967379040038
219,ACH-000378,ACH-000187,0.6084634385724236
220,ACH-000378,ACH-000706,0.7021532974491848
221,ACH-000378,ACH-000257,0.5608737561149478
222,ACH-000378,ACH-000261,0.7263991897522903
223,ACH-000378,ACH-000264,0.7016729588164135
224,ACH-000378,ACH-000861,0.6823843066529991
225,ACH-000378,ACH-000290,0.7155415820754809
226,ACH-000378,ACH-000292,0.6563947097309841
227,ACH-000378,ACH-000311,0.6297101293606355
228,ACH-000378,ACH-000319,0.6840909061734434
229,ACH-000378,ACH-000331,0.7145984623411885
230,ACH-000378,ACH-000335,0.6249878543990243
231,ACH-000390,ACH-000012,0.7895213163270491
232,ACH-000390,ACH-000015,0.7808807577912834
233,ACH-000390,ACH-000021,0.7612359085832173
234,ACH-000390,ACH-000030,0.8028266000462507
235,ACH-000390,ACH-000035,0.7451542001071562
236,ACH-000390,ACH-000086,0.7526356677719441
237,ACH-000390,ACH-000092,0.7666346944725524
238,ACH-000390,ACH-000150,0.7003070870274734
239,ACH-000390,ACH-000153,0.6337454035168104
240,ACH-000390,ACH-000187,0.6977893383333679
241,ACH-000390,ACH-000706,0.7890201033109403
242,ACH-000390,ACH-000257,0.6207572206223947
243,ACH-000390,ACH-000261,0.7943951573789628
244,ACH-000390,ACH-000264,0.7905160793275994
245,ACH-000390,ACH-000861,0.7460714226733319
246,ACH-000390,ACH-000290,0.7997047300066654
247,ACH-000390,ACH-000292,0.7150986654143184
248,ACH-000390,ACH-000311,0.7227370836226229
249,ACH-000390,ACH-000319,0.7446887747397952
250,ACH-000390,ACH-000331,0.7566238278155237
251,ACH-000390,ACH-000335,0.6811277093267737
252,ACH-000390,ACH-000378,0.6988600298321108
253,ACH-000395,ACH-000012,0.6975176859356429
254,ACH-000395,ACH-000015,0.6797981524793086
255,ACH-000395,ACH-000021,0.6772662264001774
256,ACH-000395,ACH-000030,0.7206993149410422
